unit;airpol;airemsect;geo\time;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985
THS_T;GHG;CRF1-6X4_MEMO;CZ;123650.7;128389.78;132315.62;136356.76;137686.93;135569.59;144004.88;148653.72;147812.79;145967.01;148166.34;147433.08;144049.44;147515.14;147992.74;138512.73;147454.13;153145.95;157047.89;154892.15;154461.38;162120.51;169989.91;176570.67;195344.8;;;;;
THS_T;GHG;CRF1-6X4_MEMO;DE;900202.15;943519.78;924701.4;920151.48;939372.06;904688.52;972146.46;970186.03;997151.62;989915.79;1015323.59;1031684.97;1034835.24;1055884.74;1041063.82;1043146.85;1076338.16;1101904.3;1136384.19;1118522.58;1121821.82;1140674.95;1149642.94;1199753.81;1246101.47;;;;;
THS_T;GHG;CRF1-6X4_MEMO;DK;50747.77;55000.38;52982.89;57866.29;63047.1;62647.26;65529.68;69139.66;73805.06;65993.07;70407.9;76467.21;71572.79;71857.62;70211.21;74691.66;77055.13;81138.61;90501.33;77465.28;80528.38;76450.38;74381.04;80144.75;69446.5;;;;;
THS_T;GHG;CRF1-6X4_MEMO;EE;21059.24;21676.71;19423.33;20485.04;19911.68;16181.97;19374.62;20816.94;17686.47;18297.67;19055.49;18782.36;16930.09;17473.02;17061.85;17358.5;18705.82;20262.16;20631.75;19934.79;21713.16;21001.97;26876.48;36794.56;39965.17;;;;;
THS_T;GHG;CRF1-6X4_MEMO;EL;101403.31;104669.27;112191.78;115682.27;118733.29;124805.25;131309.28;134963.67;132177.27;136036.69;132400.31;131771.86;128278.69;128366.36;127687.69;124579.27;124405.49;118798.72;113958.62;110818.77;108515.5;105676.9;106128.82;104878.5;104827.11;;;;;
THS_T;GHG;CRF1-6X4_MEMO;ES;328926.28;327447.28;355408.61;360352.92;360800.16;371495.47;408981.97;440087.72;431273.64;438473.67;423534.57;407680.26;400240.52;382201.39;385118.73;368927.52;342265.99;332143.2;318093.41;325662.71;310589.35;294261.42;304398.32;295171.01;285933.77;;;;;
THS_T;GHG;CRF1-6X4_MEMO;EU15;3405367.15;3569056.53;3631389.36;3669949.09;3831345.75;3747408.58;4033721.86;4120085.05;4184778.65;4214545.63;4251144.83;4259966.93;4207645.44;4231257.31;4195964.2;4182793.28;4244586.94;4226314.59;4295565.17;4212276.15;4169340.09;4166670.7;4231153.06;4315899.97;4289773.48;;;;;
THS_T;GHG;CRF1-6X4_MEMO;EU28;4278052.25;4463077.62;4553876.23;4619894.87;4775529.26;4668298.77;5031461.29;5141105.73;5200036.32;5211185.97;5251101.6;5255793.44;5169047.5;5212778.66;5161668.59;5153484.85;5265845.71;5313562.01;5413299.63;5306108.25;5255113.72;5279950.94;5378840.53;5558236.56;5656504.16;;;;;
THS_T;GHG;CRF1-6X4_MEMO;EU28_IS_K;4286113.28;4470687.85;4561452.86;4627575.52;4783473.17;4676417.84;5039946.33;5149365.74;5207834.79;5218330.25;5258153.6;5262710.59;5176115.72;5219769.5;5168899.94;5160874.24;5273171.56;5320534.82;5420042.44;5312674.16;5261563.63;5286459.6;5385307.58;5564777.55;5663236.72;;;;;
THS_T;GHG;CRF1-6X4_MEMO;FI;59028.99;63196.6;62320.64;67947.08;75835.02;67575.3;71219.44;79096.33;80616.22;69426.57;81300.62;85082.58;77600.2;75171.39;69855.01;71755.4;72378.98;76038.33;77446.13;71644.3;75186.22;69675.95;67421.23;68823.85;71077;;;;;
THS_T;GHG;CRF1-6X4_MEMO;FR;457950.35;485462.3;487353.47;485907.55;513514.15;505528.33;526062.82;532777.07;541707.37;553388.55;550267.7;552899.17;546320.88;552453.32;552572.89;556543.66;569599.94;553496.83;560127.89;545223.55;537310.33;538249.37;560932.75;572109.2;546100.82;;;;;
THS_T;GHG;CRF1-6X4_MEMO;HR;22898.88;23770.55;24734.65;26773.83;27280.23;27909.13;29825.95;30972.91;29555.68;29285.75;28875.98;28782.82;27420.1;26394.05;25172.96;25519.08;24459.71;24126.27;22882.96;22296.17;21712.76;22658.29;22538.03;24408.68;31204.63;;;;;
THS_T;GHG;CRF1-6X4_MEMO;HU;57225.16;57553.83;60106.9;63808.01;65523.69;65082.92;71340.37;73091.62;74880.31;75933.28;76126.47;77192.4;74153.58;75679.35;73556.69;76610.5;76067.06;76553.81;78015.96;75705.78;77026.12;78134.89;77312.17;87301.07;94133.97;101695.1;104850.55;109422.28;108861.52;110648.11
THS_T;GHG;CRF1-6X4_MEMO;IE;58189.15;58481.61;58622.8;58130.3;62235.15;62786.98;68373.6;68995.46;69714.62;70321.21;68855.75;69540.65;69292.62;71314.79;69251.35;67064.22;65921.27;63432.53;61919.5;59791.07;58368.88;57083.63;56809.11;56825.69;56087.84;;;;;
THS_T;GHG;CRF1-6X4_MEMO;IS;4596.85;4534.66;4550.4;4520.22;4730.35;4855.77;5140.34;4714.82;4454.03;3897.69;3940.12;3918.59;3936.9;3911.35;3962.77;3980.85;3754.77;3610.86;3472.18;3389;3328.37;3392.56;3341.99;3463.44;3633.56;;;;;
THS_T;GHG;CRF1-6X4_MEMO;IT;418587.21;438887.37;468717.92;494789.58;508424.1;498894.66;549452.73;561137.59;569054.8;578904.44;580725.58;578126.37;561887.95;561600.33;554479.29;549495.23;543800.43;532739.93;526825.54;533449.77;505566.54;513611.62;519982.78;523489.81;521920.6;;;;;
THS_T;GHG;CRF1-6X4_MEMO;LI;205.1;234.57;227.79;218.21;230.84;245.39;259.96;239.81;268.85;265.48;264.53;263.91;253.71;247.29;247.86;257.08;260.03;249.06;236.55;234.04;230.34;243.8;236.7;236.51;229.03;;;;;
THS_T;GHG;CRF1-6X4_MEMO;LT;19138.91;19256.37;20540.3;20647.35;20162.94;19316.33;23720.04;24665.92;22623.09;22307.69;21215.9;20452.91;20142.57;19742.31;18738.85;20407.33;23064.08;22205.5;22705.67;21626.91;22458.69;23759.36;29487.48;49154.15;47209.23;;;;;
THS_T;GHG;CRF1-6X4_MEMO;LU;10770.58;11207.3;11771.84;12091.45;12221.2;11649.91;12168.84;12313.97;12898.8;13045.43;12809.52;11366.81;11006.87;10245.4;9742.63;8935.33;8565.82;9476.4;10160.56;10089.23;12476.91;13309.33;13192.78;13416.64;12870.95;;;;;
THS_T;GHG;CRF1-6X4_MEMO;LV;11353.38;11414.54;11493.46;11601.95;12361.52;11217.68;11940.64;12364.87;11899.29;11380.36;11166.82;11171.32;11010.57;11038.46;10434.07;11003.11;11788.17;12296.11;12849.42;12799.16;14209.92;16108.1;19524;24269.68;26256.43;;;;;
THS_T;GHG;CRF1-6X4_MEMO;MT;2982.64;2953.96;3324.5;3211.71;3098.81;3073.96;3182.28;3176.83;3090.68;2999.16;2845.5;2893.03;2687.48;2769.12;2625.81;2610.25;2524.14;2530.06;2518.24;2500.69;2483.69;2422.71;2333.94;2189.16;2000.25;;;;;
THS_T;GHG;CRF1-6X4_MEMO;NL;186845.43;194825.15;195068.68;199800.72;213523.12;201690.82;207431.2;208086.5;209150.6;214192.53;219075.22;217929.51;217864.64;219830.08;219915.59;221901.3;235258.25;235154.54;242613.34;231711.59;235031.44;231338.87;230078.54;229354.55;221516.17;;;;;
THS_T;GHG;CRF1-6X4_MEMO;NO;;53716.01;53863.62;54364.53;55326.08;52733.43;55484.88;57013.94;55139.29;55348.91;56252.26;55690.9;55067.39;56120.87;54884.05;55521.74;54534.31;54387.58;54458.32;51497.5;51777.32;49881.52;47893.13;49681.47;52022.98;;;;;
THS_T;GHG;CRF1-6X4_MEMO;PL;380037.57;393091.87;396983.55;403271.36;403598.93;384946.33;403146.51;411240.34;411535.54;397413.93;397602.77;393065.57;379645.91;389931.34;392275.76;404031.19;415621.32;448855.48;458480.44;445272.75;443218.56;448350.91;447713.5;462432.79;472995.97;559046.74;579868.83;;;
THS_T;GHG;CRF1-6X4_MEMO;PT;64394.72;64751.01;66838.95;68697.25;70232.06;75053.58;78184.66;80492.38;83022.4;88162.02;85705.85;82736.67;87928.83;83756.51;83798.44;85019.24;76908.35;71909.61;68806.97;71190.8;66555.92;65422.03;66766.93;62390.78;60487.08;;;;;
THS_T;GHG;CRF1-6X4_MEMO;RO;111507.18;111836.78;122548.56;124163.67;119055.79;125465.11;143494.3;148619.35;151345.49;149250.89;151793.78;153187.63;147936.93;149171.48;142317.12;136678.8;155194.35;175397.51;187366.36;184896.17;177990.63;181879.87;190797.06;208320.69;254820.27;304651.06;;;;
THS_T;GHG;CRF1-6X4_MEMO;SE;54382.74;55939.52;57578.36;60987.15;64997.09;59052.76;63121.12;65372.65;66923.42;66968.3;69582.44;70601.36;70160.78;69192.12;68868.77;70181.7;73085.86;72772.3;77574.1;74029.36;74231.49;71807.19;71527.05;72041.25;71917.26;;;;;
THS_T;GHG;CRF1-6X4_MEMO;SI;16582.31;18313.78;19035.42;19626.46;19618.76;19595.37;21523.55;20831.84;20694.97;20522.74;20198.45;19878.25;20159.9;20010.72;19126.23;18892.8;19520.39;19794.47;19440.24;18761.02;18004.45;17605.54;17410.07;17311.53;18616.45;19384.42;19509.98;19834.22;20394.44;
THS_T;GHG;CRF1-6X4_MEMO;SK;40657.6;42854.13;43237.16;45664.11;46543.13;45619.05;50152.32;49470.7;51273.23;51355.78;51385.86;50666.24;50224.55;52211.58;49798.47;51790.09;53090.3;54510.15;54833.71;54549.48;53181.03;55828.48;59376.96;64850.01;74504.05;;;;;
THS_T;GHG;CRF1-6X4_MEMO;TR;467550.38;438819.58;447452.33;415868.81;395282.51;382513.42;393100.91;403392.49;371320.55;345231.79;316893.71;303694.42;287094.57;278784.95;296810.84;271357.96;271755.93;269942.5;256657.08;239039.79;224719.24;230629;220797.14;214128.32;207773.32;;;;;
THS_T;GHG;CRF1-6X4_MEMO;UK;523739.22;566251.11;579173.58;562085.02;610206.82;595537.3;653889.29;673743.54;686255.09;692103.79;700348.49;704481.96;697285.51;717376.33;713756.41;712382.74;742892.04;745671.44;770488.09;748843.81;754771.45;765727.46;785575.06;806037.52;796621.05;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;AT;78330.19;82038.82;81991.67;84817.94;87017.04;82104;89305.98;89439.71;92051.33;94790.8;93578.75;93486.7;87686.47;86049.46;82142.57;81665.18;83366.21;84016.53;84491.23;81154.99;77702.12;77140.68;77020.17;83641.49;79740.17;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;BE;117933.23;123262.11;122872.13;127297.84;137461.23;129784.53;143107.96;140488.2;144779.37;148386.57;152740.51;151446.62;150787.77;151885.21;153921.14;152697.11;158451.56;152804.66;161034.2;156938.49;154430.38;149981;150998.56;151455.16;149151.52;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;BG;57713.82;55431.37;60528.18;65612.55;60330.87;57551.94;66631.89;67798.26;63880.01;63226.86;62847.97;63892.59;58902.42;61620.27;58510.19;59420.34;66353.29;70528.95;74203.52;74443.83;73114.52;77666.83;78599.8;83069.21;104760.81;113545.99;115690.25;;;
THS_T;GHG;CRF1-6X4_MEMONIA;CH;53384.46;57265.36;56305.66;54862.52;58640.31;56834.01;58336.43;56492.91;58168.25;58367.2;57627.76;57205.21;56409.02;58340.48;57018.41;57529.9;57463.25;55668.89;56776.77;55897.27;54790.72;55684.07;58191.37;58281.34;56411.33;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;CY;9177.34;8745.14;9552.23;10108.45;10363.55;10650.31;10921.26;10715.15;10386.43;10125.35;10067.15;9925.11;9463.79;9264.99;9178.43;8897.17;8617.5;8252;8137.3;7880.26;7860.37;7600.03;7425.84;7012.5;6377.41;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;CZ;124533.45;129250.21;133207.44;137313.84;138652.34;136599.94;145133.06;149718.34;148827.44;146945.96;149108.39;148166.04;144594.42;148146.23;148586.57;139055.07;148030.41;153633.37;157470.92;155454.98;154981.14;162538.17;170492.31;177004.81;195873.01;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;DE;924765.83;969052.43;949696.64;943184.13;963591.57;929301.5;997465.33;995251.2;1021299.03;1012845.64;1036229.27;1050775.02;1053550.6;1074668.62;1060345.2;1061309.99;1093149.14;1118184.05;1152123.03;1133415.16;1136275.37;1154485.84;1162482.35;1211593.99;1258174.33;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;DK;53454.95;57495.88;55501.19;60362.77;65471.76;64969.64;68187.23;71790.74;76384.91;68552.4;72834.99;78601.58;73624.45;74241.07;72547.16;76970.39;79206.35;83127.42;92437.43;79306.66;82326.12;78087.65;76044.33;81752.08;71194.47;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;EE;21185.58;21765.85;19538.66;20589.54;20026.28;16283.86;19460.83;20972.01;17784.94;18445.74;19145.47;18838.41;16986.49;17522.11;17127.3;17425.93;18753.45;20330.24;20680.1;19989.18;21758.48;21056.35;26912.74;36903.33;40073.94;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;EL;104265.15;107163.36;114729.89;117972.29;120838.18;127436.29;134368.18;137905.33;135055.51;138436.34;135525.47;134812.01;130614.39;130702.01;130200.87;127444.12;126956.6;121229.42;116471.65;113442.7;111313.71;108034.66;108343.98;107001.71;107289.35;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;ES;342697.71;340757.47;369050.58;374469.7;373619.82;383876.05;422380.8;453421.69;443907.92;450514.8;434882.45;418011.85;410002.34;392411.09;395305.09;378377.79;351399.65;340400.04;325864.2;332954.58;317252.36;300629.28;310628.58;300751.89;291561.49;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;EU15;3535873.24;3697898.12;3759626.79;3799503;3957076.33;3873452.2;4169686.84;4255857.47;4316280.86;4340580.5;4370775.34;4371039.51;4314684.17;4340854.15;4307371.19;4288160.5;4341784.75;4316277.93;4381219.75;4293182.37;4245820.08;4239696.97;4300025.53;4379432.39;4354108.15;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;EU28;4415184.64;4598106.51;4688261.83;4755805;4907643.45;4800475.65;5174345.94;5283232.89;5337659.6;5342871.09;5375917.25;5371754.22;5280443.3;5326940.71;5277533.17;5263141.98;5367476.37;5407930.08;5503421.23;5392162.48;5336513.53;5357963.73;5452590.28;5626401.15;5726275.96;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;EU28_IS_K;4423810.25;4606223.12;4696243.54;4763860.98;4915898.86;4808869.35;5183203.71;5291953.68;5345917.17;5350375.62;5383310.75;5378986.75;5287813.6;5334291.82;5285209.19;5270929.72;5375158.36;5415236.21;5510490.58;5399017.31;5343229.7;5364695.18;5459316.91;5633236.9;5733283.86;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;FI;60974.22;65170.68;64233.25;69928.64;77509.6;69165.37;73034.35;80773.06;82069.1;70733.27;82599.43;86210.2;78691.64;76275.66;70932.41;72863.76;73414.47;77048.97;78418.89;72552.84;76026.24;70473.87;68270.28;69784.34;72097.71;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;FR;474447.22;501841.51;503808.09;502687.16;529635.25;521575.39;543593.45;550203.23;558373.96;569175.65;565869.72;567532.07;560826.4;566886.68;567069.17;570527.63;582248.83;565197.44;571504.72;555946.45;547924.97;548459.82;570823.6;580577.11;554848;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;HR;23268.6;24138.35;25065.85;27086.1;27576.73;28180.4;30144.53;31250.49;29820.64;29544.4;29087.32;28965.77;27609.35;26595.92;25374.84;25765.12;24715.21;24362.85;23106.92;22542.2;21977.72;22841.24;22610.58;24503.31;31703.01;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;HU;57740.73;58044.61;60609.87;64504.8;66217.58;65779.8;72155.38;73921.73;75680.09;76723.97;76810.83;77791.87;74765.16;76327.27;74246.83;77228.04;76642.2;77095.92;78585.33;76241.83;77583.37;78504.37;77714.97;87682.67;94618.54;102152.41;105289.69;109855.36;109303.69;111087.25
THS_T;GHG;CRF1-6X4_MEMONIA;IE;60440.15;60512.12;60381.73;60224.95;64572.95;65049.63;71240.03;72078.32;72624.42;72847.97;71031.05;71835.2;71643.31;73525.56;71079.99;68637.24;67249.8;64722.88;62986.39;60953.64;59566.75;58435.99;57720.39;57873.07;57168.39;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;IS;5155.6;5032.49;4991.46;4941.11;5106.68;5188.82;5567.1;5225.09;4952.7;4318.29;4319.18;4250.77;4245.98;4259.61;4369.5;4343.32;4092.07;3902.25;3743.02;3624.57;3541.46;3587.72;3545.1;3684.88;3852.67;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;IT;428049.57;448177.01;478104.35;504586.51;517934.7;507931.69;559613.03;571644.04;578959.09;588082.7;589411.56;586720.41;569265.41;569685.61;562570.55;556959.13;550602.45;538999.32;532961.31;539171.88;510965.47;518738.16;524964.97;528520.36;526118.23;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;LI;206.29;235.64;228.92;219.05;231.62;246.28;260.71;240.57;269.63;265.96;264.88;264.4;254.17;247.8;248.35;257.56;260.5;249.51;237;234.48;230.77;244.24;237.13;236.94;229.46;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;LT;19375.01;19469.23;20732.18;20815.7;20309.51;19427.21;23951.41;24865.67;22782.56;22447.78;21321.16;20547.18;20226.71;19836.65;18809.66;20482.22;23145.09;22295.83;22802.04;21745.07;22573.5;23867.62;29683.3;49638.3;47611.5;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;LU;12024.95;12362.91;12921.69;13337.67;13548.25;12947.83;13523.63;13659.86;14150.96;14383.39;14126.28;12576.98;12168.53;11317.61;10733.96;9975.42;9487.65;10236.82;10796.19;10674.2;12992.95;13716.12;13604.09;13842.09;13277.99;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;LV;11689.76;11792.26;11859.54;11963.39;12721.79;11531.63;12237.96;12612.1;12102.04;11560.98;11315.79;11293.85;11095.38;11120.12;10515.74;11094.2;11879.26;12396.62;12949.94;12877.69;14288.44;16192.91;19608.81;24571.21;26479.45;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;MT;3316.54;3268.61;3623.84;3525.79;3404.62;3345.98;3458.71;3454.7;3351.64;3247.37;3055.88;3149.3;2943.05;3055.92;2971.62;2939.69;2858.46;2870.5;2846.41;2831.96;2793.55;2674.26;2579.33;2376.3;2198.15;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;NL;197764.22;205346.56;205367.06;210516.17;223816.86;212239.72;218815.17;219315.02;220309.86;225202.18;229769.52;227910.83;227988.04;229533.31;229877.88;231868.95;244642.59;244035.97;250844.52;239374.43;241621.61;237606.1;235775.35;234240.64;226095.28;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;NO;;55235.92;55255.53;55545;56594.36;53833.65;56603.33;58183.11;56275.2;56295.65;57107.29;56445.55;55814.23;56964.31;55805.69;56472.44;55363.56;55165.83;55156.36;52088.65;52399.76;50522.71;48501.73;50246.44;52648.33;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;PL;381745.36;394614.52;398501.57;404676.28;405041.31;386324.06;404671.37;412499.71;412739.67;398308.4;398400.78;393878.15;380397.33;390697.32;393053.38;404762.21;416439.72;449659.31;459377.47;446035.82;443926.29;449049.9;448415.4;463079.35;473622.15;560444.72;580885.28;;;
THS_T;GHG;CRF1-6X4_MEMONIA;PT;67393.75;67574.35;69590.83;71427.69;72866.64;77447.87;80817.72;83035.32;85432.04;90439.66;87899.32;84773.54;89782.77;85706.87;85799.84;86963.69;78671.35;73576.16;70422.37;72821.81;68121.41;66978.87;68410.01;63943.92;61967.34;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;RO;112129.79;112330.35;122951.58;124605.76;119550.79;125907.81;143912.05;148991.76;151813.72;149630.92;152261.64;153588.04;148267.09;149557.97;142749.57;137125.2;155553.18;175819.22;187661.5;185524.62;178552.39;182739.96;191646.62;208885.95;255617.15;305512.94;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;SE;56680.59;58208.39;59771.58;63287.51;67131.8;61164.16;65607.73;67590.39;68948.95;68922.84;71379.25;72190.93;71795.9;71090.41;70823.44;72088.68;74783.87;74355.67;79071.31;75487.24;75601.63;73055.36;72441.84;73145.64;73271.24;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;SI;16655.62;18387.32;19102.38;19696.17;19692.45;19673.77;21628.24;20926.03;20765.38;20584.16;20255.2;19954.11;20239.48;20087.91;19194.4;18951.92;19569.69;19849.64;19492.62;18817.68;18057.41;17652.94;17443.28;17332.52;18664.9;19434.72;19563.37;19892.55;20452.03;
THS_T;GHG;CRF1-6X4_MEMONIA;SK;40779.79;42970.56;43361.7;45803.65;46679.32;45766.76;50352.42;49649.46;51444.19;51498.68;51464.33;50724.28;50268.46;52253.87;49843.43;51834.34;53134.16;54557.71;54887.41;54594.98;53226.27;55882.16;59431.76;64909.29;74567.8;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;TR;477557.22;447554.04;455202.03;422695.43;401190.84;387812.86;398134.81;407154.93;374360.62;348589.86;319895.61;306480.09;289765.76;280390.84;298423.09;272884.35;273291.86;271322.62;257668.31;239853.87;225514.23;231614.8;221608.04;214850.18;208329.82;;;;;
THS_T;GHG;CRF1-6X4_MEMONIA;UK;556651.52;598934.51;611606.12;595402.03;642060.68;628458.54;688626.24;709261.33;721934.43;727266.29;732897.76;734155.57;726256.15;746874.98;744021.92;739811.41;768154.23;768342.57;791792.32;768987.31;773699;783873.58;802497.03;821308.9;812152.66;;;;;
THS_T;GHG;CRF1-6XMEMO;AT;70774.19;74841.1;73545.79;75693.07;78421.03;75110.34;81820.46;80736.97;83901.2;81432.4;81907.06;86497.53;71142.63;64535.4;63511.66;59922.44;63712.39;62546.99;71454.93;65702.62;63684.68;63087.44;63390.49;65148.67;65991.86;;;;;
THS_T;GHG;CRF1-6XMEMO;BE;109847;115364.31;114696.06;118990.73;129282.66;121937.37;134918.08;132394.67;136765.7;141789.11;145920.65;144307.8;143954.32;145815.92;147474.12;146008.76;152260.31;146995.97;156002.64;151901.54;149585.58;145098.99;145990.73;146723.62;143679.27;;;;;
THS_T;GHG;CRF1-6XMEMO;BG;45933.5;44837.66;50413.82;55502.91;50570.18;48043.5;57009.29;57840.59;54135.88;53376.13;52942.07;54315.27;49420.91;52258.5;48133.88;48270.49;55001.03;59077.98;62493.71;60181.67;58843.76;63156.02;64274.64;68062.97;89142.11;97269.6;99303.11;;;
THS_T;GHG;CRF1-6XMEMO;CH;47655.85;50691.27;49624.9;48597.1;52265.93;50297.21;52199.22;51451.32;54211.4;52503.03;51423.15;51555.86;49970.53;53278.38;57223.41;51071.27;51154.94;48242.73;47727.84;48468.89;49108.08;48289.55;51193.83;51210.61;52430.04;;;;;
THS_T;GHG;CRF1-6XMEMO;CY;7742.85;7310.64;8069.11;8596.36;8880.58;9178.15;9409.51;9283.76;8884.6;8625.14;8499.74;8266.36;7870.02;7661.87;7779.77;7443.1;7218.18;6869.75;6742.9;6449.18;6504.84;6259.43;5943.16;5515.65;5024.54;;;;;
THS_T;GHG;CRF1-6XMEMO;CZ;115858.02;120473.44;123772.48;127978.72;130509.88;127659.58;137124.31;144929.36;141868.19;137853.55;140399.08;140186.27;135304.39;138400.7;139204.62;130624.79;139847.13;145679.88;148668.11;146861.74;146906.52;152442.9;159902.35;166976.07;188876.77;;;;;
THS_T;GHG;CRF1-6XMEMO;DE;885225.52;929202.54;910226.2;904484.66;923048.62;886681.87;953412.29;958312.91;984733.1;977805.47;1005920.77;1025424.81;1030562.56;1017313.81;1003111.53;1007485.09;1041841.77;1067720.8;1103278.88;1085463.05;1089321.51;1111346.46;1120184.95;1170982.12;1214822.11;;;;;
THS_T;GHG;CRF1-6XMEMO;DK;52327.91;57462.68;54616.02;57097.27;64560.35;65664.95;64593.38;72755.24;80894.73;72087.26;76293.98;82523.8;79036.39;77783.15;74971.65;80732.09;81506.22;86343.83;94221.01;82594.12;86331.54;80802.87;82085.47;85811.56;75693.16;;;;;
THS_T;GHG;CRF1-6XMEMO;EE;20482.46;21028.49;17506.56;17141.12;14572.28;9753.77;11750.84;13164.35;11053.98;12993.22;15892.56;18710.25;20178.66;21743.92;18017.28;13220.97;11031.18;11487.65;11256.5;10299.3;12589.51;11649.99;18862.68;28594.42;31838.95;;;;;
THS_T;GHG;CRF1-6XMEMO;EL;98166.64;101520.82;108944.96;112380.31;115472.58;121565.37;128179.96;133489.65;128980.04;132968.16;129606.83;129188.89;125401.01;126018.73;125802.84;121954.37;122588.11;117026.98;111346.56;107923.63;105915.57;102824.67;103671.6;102401.04;102548.33;;;;;
THS_T;GHG;CRF1-6XMEMO;ES;297425.62;295338.2;325609.23;328303.78;327450.8;339096.71;376489.9;407077.71;392926;404207.25;390135.17;373714.34;365152.61;347289.38;350456.22;336118.21;312832.54;303837.22;291318.95;299966.44;285732.2;271523.98;281508.44;269925.93;260567.68;;;;;
THS_T;GHG;CRF1-6XMEMO;EU15;3196421.26;3359394.83;3425254.67;3461695.89;3616170.33;3522684.39;3812549.09;3928981.93;3966434.07;4020268.16;4054990.86;4089519.1;4013541.78;4004715.81;3996355.34;3972427.92;4052814.42;4034122.2;4101005.5;4042197.56;4008719.89;4017770.57;4074408.21;4145028.51;4146622.15;;;;;
THS_T;GHG;CRF1-6XMEMO;EU28;3970031.64;4142068.43;4237554.55;4299051.06;4453449.15;4331084.39;4690027.24;4836760.8;4857504.27;4888711.77;4927145.03;4967643.11;4867160.13;4876176.63;4845604.36;4810161.41;4936857.66;5001286.96;5098025.37;5025227.11;4992676.95;5029518.22;5133428.05;5279553.15;5403842.96;;;;;
THS_T;GHG;CRF1-6XMEMO;EU28_IS_K;3989865.12;4161440.39;4256905.66;4318487.81;4473161.66;4351011.28;4710298.98;4856735.69;4876947.99;4907408.65;4945726.69;4986078.42;4885734.11;4894632.39;4864274.21;4828951.33;4955561.89;5019622.92;5116120.35;5043139.69;5010497.84;5047400.96;5151277.77;5297490.01;5421966.18;;;;;
THS_T;GHG;CRF1-6XMEMO;FI;38248.6;42861.61;34010.21;41282.22;48687.05;28072.06;44400.67;51111.67;44917.29;39983.72;52852.19;58073.02;51139.22;49206.08;45521.28;49442.77;52995.58;54949.71;53114.4;56339.44;58870.25;46344.74;44831.18;40129.99;55048.83;;;;;
THS_T;GHG;CRF1-6XMEMO;FR;407304.95;431933.14;434832.54;441446.91;474744.34;461758.13;475219.86;481007.68;489831.6;505584.74;503279.6;506231.73;504205.58;513118.07;519813.7;514367.72;529206.45;516808.57;524148.91;512672.35;506710.9;505780.56;533915.37;542460.81;515519.8;;;;;
THS_T;GHG;CRF1-6XMEMO;HR;16383.76;17300.52;18561.01;20507.77;20121.71;20590.82;22518.71;23815.3;22015.73;21555.95;21342.51;21062.82;19244.16;18340.63;17038.09;16902.29;16052.57;15758.88;13999.62;13166.12;13092.58;14016.75;14404.08;16534.1;24556.8;;;;;
THS_T;GHG;CRF1-6XMEMO;HU;52631.56;54455.65;56031.97;60476.03;61813.32;61753.41;66582.12;69953.41;72057.68;70854.53;73434.2;73571.95;73020.81;73898.94;73341.45;75639.23;72875.74;74615.03;76390.69;70359.52;71385.46;73294.63;74854.78;85501.37;91701.19;99745.49;101839.48;106628.84;106528.72;110612.58
THS_T;GHG;CRF1-6XMEMO;IE;63410.53;63419.91;63526.36;62821.5;67495.5;66346.96;72652.95;74267.08;76284.18;76018.5;74772.77;77360.2;76853.67;78817.4;75658.34;72997.36;71758.78;69018.25;68782.69;66924.71;64605.74;63007.85;63218.35;62971.45;62310.27;;;;;
