Lieu;Département;Série;Unité;Année;Valeur
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2005;1249.64
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2006;212.2
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2007;186.517
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2008;104.005
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2009;82.721
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2000;0.0
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2001;39.0
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2002;1404.2
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2004;488.5
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2005;140.9
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2006;104.87
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2007;98.24
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2008;31.2
LANGUEDOC-ROUSSILLON;91;AI08Cadmium - Quantités annuelles émises;kg/an;2009;12.93
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2000;0.0
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2001;0.0
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2002;19.4
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2004;23.21
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2005;58.76
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2006;15.76
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2007;0.0
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2008;0.0
LIMOUSIN;74;AI08Cadmium - Quantités annuelles émises;kg/an;2009;0.0
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2000;0.0
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2001;823.0
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2002;666.58
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2004;133.54
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2005;175.52
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2006;215.13
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2007;213.515
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2008;373.986
LORRAINE;41;AI08Cadmium - Quantités annuelles émises;kg/an;2009;168.359
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2000;0.0
