airpol,cpa08,induse,origin,unit,geo\time	2012 	2011 	2010 
NMVOC,CPA_A02,P3_S14,ROW,T,EU28	501 	680 	693 
NMVOC,CPA_A02,P3_S14,ROW,THS_T,EU28	0.501 	0.68 	0.693 
NMVOC,CPA_A02,P3_S14,WORLD,T,EU28	17144 	15177 	16075 
NMVOC,CPA_A02,P3_S14,WORLD,THS_T,EU28	17.144 	15.177 	16.075 
NMVOC,CPA_A02,P3_S15,DOM,T,EU28	0 	3 	3 
NMVOC,CPA_A02,P3_S15,DOM,THS_T,EU28	0 	0.003 	0.003 
NMVOC,CPA_A02,P3_S15,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_A02,P3_S15,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_A02,P3_S15,WORLD,T,EU28	0 	3 	3 
NMVOC,CPA_A02,P3_S15,WORLD,THS_T,EU28	0 	0.003 	0.003 
NMVOC,CPA_A02,P5,DOM,T,EU28	7051 	11862 	7168 
NMVOC,CPA_A02,P5,DOM,THS_T,EU28	7.051 	11.862 	7.168 
NMVOC,CPA_A02,P5,ROW,T,EU28	240 	423 	259 
NMVOC,CPA_A02,P5,ROW,THS_T,EU28	0.24 	0.423 	0.259 
NMVOC,CPA_A02,P5,WORLD,T,EU28	7290 	12285 	7427 
NMVOC,CPA_A02,P5,WORLD,THS_T,EU28	7.29 	12.285 	7.427 
NMVOC,CPA_A02,P51G,DOM,T,EU28	1928 	1557 	1487 
NMVOC,CPA_A02,P51G,DOM,THS_T,EU28	1.928 	1.557 	1.487 
NMVOC,CPA_A02,P51G,ROW,T,EU28	47 	55 	44 
NMVOC,CPA_A02,P51G,ROW,THS_T,EU28	0.047 	0.055 	0.044 
NMVOC,CPA_A02,P51G,WORLD,T,EU28	1974 	1612 	1532 
NMVOC,CPA_A02,P51G,WORLD,THS_T,EU28	1.974 	1.612 	1.532 
NMVOC,CPA_A02,P52,DOM,T,EU28	5123 	10305 	5680 
NMVOC,CPA_A02,P52,DOM,THS_T,EU28	5.123 	10.305 	5.68 
NMVOC,CPA_A02,P52,ROW,T,EU28	193 	368 	215 
NMVOC,CPA_A02,P52,ROW,THS_T,EU28	0.193 	0.368 	0.215 
NMVOC,CPA_A02,P52,WORLD,T,EU28	5316 	10673 	5895 
NMVOC,CPA_A02,P52,WORLD,THS_T,EU28	5.316 	10.673 	5.895 
NMVOC,CPA_A02,P53,DOM,T,EU28	0 	0 	0 
NMVOC,CPA_A02,P53,DOM,THS_T,EU28	0 	0 	0 
NMVOC,CPA_A02,P53,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_A02,P53,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_A02,P53,WORLD,T,EU28	0 	0 	0 
NMVOC,CPA_A02,P53,WORLD,THS_T,EU28	0 	0 	0 
NMVOC,CPA_A02,P5M,DOM,T,EU28	5123 	10305 	5680 
NMVOC,CPA_A02,P5M,DOM,THS_T,EU28	5.123 	10.305 	5.68 
NMVOC,CPA_A02,P5M,ROW,T,EU28	193 	368 	215 
NMVOC,CPA_A02,P5M,ROW,THS_T,EU28	0.193 	0.368 	0.215 
NMVOC,CPA_A02,P5M,WORLD,T,EU28	5316 	10673 	5895 
NMVOC,CPA_A02,P5M,WORLD,THS_T,EU28	5.316 	10.673 	5.895 
NMVOC,CPA_A02,P6,DOM,T,EU28	1569 	1468 	1341 
NMVOC,CPA_A02,P6,DOM,THS_T,EU28	1.569 	1.468 	1.341 
NMVOC,CPA_A02,P6,ROW,T,EU28	69 	65 	53 
NMVOC,CPA_A02,P6,ROW,THS_T,EU28	0.069 	0.065 	0.053 
NMVOC,CPA_A02,P6,WORLD,T,EU28	1639 	1534 	1394 
NMVOC,CPA_A02,P6,WORLD,THS_T,EU28	1.639 	1.534 	1.394 
NMVOC,CPA_A02,TFU,DOM,T,EU28	28398 	30386 	25953 
NMVOC,CPA_A02,TFU,DOM,THS_T,EU28	28.398 	30.386 	25.953 
NMVOC,CPA_A02,TFU,ROW,T,EU28	866 	1233 	1057 
NMVOC,CPA_A02,TFU,ROW,THS_T,EU28	0.866 	1.233 	1.057 
NMVOC,CPA_A02,TFU,WORLD,T,EU28	29264 	31619 	27010 
NMVOC,CPA_A02,TFU,WORLD,THS_T,EU28	29.264 	31.619 	27.01 
NMVOC,CPA_A03,P3,DOM,T,EU28	7274 	6439 	7340 
NMVOC,CPA_A03,P3,DOM,THS_T,EU28	7.274 	6.439 	7.34 
NMVOC,CPA_A03,P3,ROW,T,EU28	2309 	2631 	2824 
NMVOC,CPA_A03,P3,ROW,THS_T,EU28	2.309 	2.631 	2.824 
NMVOC,CPA_A03,P3,WORLD,T,EU28	9583 	9070 	10163 
NMVOC,CPA_A03,P3,WORLD,THS_T,EU28	9.583 	9.07 	10.163 
NMVOC,CPA_A03,P3_S13,DOM,T,EU28	5 	4 	7 
NMVOC,CPA_A03,P3_S13,DOM,THS_T,EU28	0.005 	0.004 	0.007 
NMVOC,CPA_A03,P3_S13,ROW,T,EU28	1 	1 	1 
NMVOC,CPA_A03,P3_S13,ROW,THS_T,EU28	0.001 	0.001 	0.001 
NMVOC,CPA_A03,P3_S13,WORLD,T,EU28	6 	5 	8 
NMVOC,CPA_A03,P3_S13,WORLD,THS_T,EU28	0.006 	0.005 	0.008 
NMVOC,CPA_A03,P3_S14,DOM,T,EU28	7268 	6434 	7333 
NMVOC,CPA_A03,P3_S14,DOM,THS_T,EU28	7.268 	6.434 	7.333 
NMVOC,CPA_A03,P3_S14,ROW,T,EU28	2308 	2630 	2822 
NMVOC,CPA_A03,P3_S14,ROW,THS_T,EU28	2.308 	2.63 	2.822 
NMVOC,CPA_A03,P3_S14,WORLD,T,EU28	9575 	9065 	10155 
NMVOC,CPA_A03,P3_S14,WORLD,THS_T,EU28	9.575 	9.065 	10.155 
NMVOC,CPA_A03,P3_S15,DOM,T,EU28	1 	0 	0 
NMVOC,CPA_A03,P3_S15,DOM,THS_T,EU28	0.001 	0 	0 
NMVOC,CPA_A03,P3_S15,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_A03,P3_S15,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_A03,P3_S15,WORLD,T,EU28	2 	0 	0 
NMVOC,CPA_A03,P3_S15,WORLD,THS_T,EU28	0.002 	0 	0 
NMVOC,CPA_A03,P5,DOM,T,EU28	-1948 	-89 	-9 
NMVOC,CPA_A03,P5,DOM,THS_T,EU28	-1.948 	-0.089 	-0.009 
NMVOC,CPA_A03,P5,ROW,T,EU28	-235 	9 	22 
NMVOC,CPA_A03,P5,ROW,THS_T,EU28	-0.235 	0.009 	0.022 
NMVOC,CPA_A03,P5,WORLD,T,EU28	-2183 	-80 	13 
NMVOC,CPA_A03,P5,WORLD,THS_T,EU28	-2.183 	-0.08 	0.013 
NMVOC,CPA_A03,P51G,DOM,T,EU28	20 	23 	28 
NMVOC,CPA_A03,P51G,DOM,THS_T,EU28	0.02 	0.023 	0.028 
NMVOC,CPA_A03,P51G,ROW,T,EU28	15 	22 	27 
NMVOC,CPA_A03,P51G,ROW,THS_T,EU28	0.015 	0.022 	0.027 
NMVOC,CPA_A03,P51G,WORLD,T,EU28	35 	45 	55 
NMVOC,CPA_A03,P51G,WORLD,THS_T,EU28	0.035 	0.045 	0.055 
NMVOC,CPA_A03,P52,DOM,T,EU28	-218 	-112 	-36 
NMVOC,CPA_A03,P52,DOM,THS_T,EU28	-0.218 	-0.112 	-0.036 
NMVOC,CPA_A03,P52,ROW,T,EU28	-37 	-14 	-5 
NMVOC,CPA_A03,P52,ROW,THS_T,EU28	-0.037 	-0.014 	-0.005 
NMVOC,CPA_A03,P52,WORLD,T,EU28	-255 	-126 	-41 
NMVOC,CPA_A03,P52,WORLD,THS_T,EU28	-0.255 	-0.126 	-0.041 
NMVOC,CPA_A03,P53,DOM,T,EU28	-1750 	0 	0 
NMVOC,CPA_A03,P53,DOM,THS_T,EU28	-1.75 	0 	0 
NMVOC,CPA_A03,P53,ROW,T,EU28	-213 	0 	0 
NMVOC,CPA_A03,P53,ROW,THS_T,EU28	-0.213 	0 	0 
NMVOC,CPA_A03,P53,WORLD,T,EU28	-1963 	0 	0 
NMVOC,CPA_A03,P53,WORLD,THS_T,EU28	-1.963 	0 	0 
NMVOC,CPA_A03,P5M,DOM,T,EU28	-1968 	-112 	-36 
NMVOC,CPA_A03,P5M,DOM,THS_T,EU28	-1.968 	-0.112 	-0.036 
NMVOC,CPA_A03,P5M,ROW,T,EU28	-250 	-13 	-5 
NMVOC,CPA_A03,P5M,ROW,THS_T,EU28	-0.25 	-0.013 	-0.005 
NMVOC,CPA_A03,P5M,WORLD,T,EU28	-2218 	-126 	-41 
NMVOC,CPA_A03,P5M,WORLD,THS_T,EU28	-2.218 	-0.126 	-0.041 
NMVOC,CPA_A03,P6,DOM,T,EU28	458 	668 	612 
NMVOC,CPA_A03,P6,DOM,THS_T,EU28	0.458 	0.668 	0.612 
NMVOC,CPA_A03,P6,ROW,T,EU28	97 	158 	95 
NMVOC,CPA_A03,P6,ROW,THS_T,EU28	0.097 	0.158 	0.095 
NMVOC,CPA_A03,P6,WORLD,T,EU28	555 	826 	707 
NMVOC,CPA_A03,P6,WORLD,THS_T,EU28	0.555 	0.826 	0.707 
NMVOC,CPA_A03,TFU,DOM,T,EU28	5784 	7017 	7943 
NMVOC,CPA_A03,TFU,DOM,THS_T,EU28	5.784 	7.017 	7.943 
NMVOC,CPA_A03,TFU,ROW,T,EU28	2170 	2798 	2941 
NMVOC,CPA_A03,TFU,ROW,THS_T,EU28	2.17 	2.798 	2.941 
NMVOC,CPA_A03,TFU,WORLD,T,EU28	7954 	9815 	10884 
NMVOC,CPA_A03,TFU,WORLD,THS_T,EU28	7.954 	9.815 	10.884 
NMVOC,CPA_B,P3,DOM,T,EU28	7180 	6855 	9415 
NMVOC,CPA_B,P3,DOM,THS_T,EU28	7.18 	6.855 	9.415 
NMVOC,CPA_B,P3,ROW,T,EU28	16602 	17355 	18069 
NMVOC,CPA_B,P3,ROW,THS_T,EU28	16.602 	17.355 	18.069 
NMVOC,CPA_B,P3,WORLD,T,EU28	23783 	24210 	27484 
NMVOC,CPA_B,P3,WORLD,THS_T,EU28	23.783 	24.21 	27.484 
NMVOC,CPA_B,P3_S13,DOM,T,EU28	173 	162 	182 
NMVOC,CPA_B,P3_S13,DOM,THS_T,EU28	0.173 	0.162 	0.182 
NMVOC,CPA_B,P3_S13,ROW,T,EU28	251 	301 	230 
NMVOC,CPA_B,P3_S13,ROW,THS_T,EU28	0.251 	0.301 	0.23 
NMVOC,CPA_B,P3_S13,WORLD,T,EU28	424 	463 	412 
NMVOC,CPA_B,P3_S13,WORLD,THS_T,EU28	0.424 	0.463 	0.412 
NMVOC,CPA_B,P3_S14,DOM,T,EU28	7006 	6691 	9232 
NMVOC,CPA_B,P3_S14,DOM,THS_T,EU28	7.006 	6.691 	9.232 
NMVOC,CPA_B,P3_S14,ROW,T,EU28	16351 	17054 	17839 
NMVOC,CPA_B,P3_S14,ROW,THS_T,EU28	16.351 	17.054 	17.839 
NMVOC,CPA_B,P3_S14,WORLD,T,EU28	23358 	23746 	27071 
NMVOC,CPA_B,P3_S14,WORLD,THS_T,EU28	23.358 	23.746 	27.071 
NMVOC,CPA_B,P3_S15,DOM,T,EU28	1 	1 	1 
NMVOC,CPA_B,P3_S15,DOM,THS_T,EU28	0.001 	0.001 	0.001 
NMVOC,CPA_B,P3_S15,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_B,P3_S15,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_B,P3_S15,WORLD,T,EU28	1 	1 	1 
NMVOC,CPA_B,P3_S15,WORLD,THS_T,EU28	0.001 	0.001 	0.001 
NMVOC,CPA_B,P5,DOM,T,EU28	-1903 	-489 	422 
NMVOC,CPA_B,P5,DOM,THS_T,EU28	-1.903 	-0.489 	0.422 
NMVOC,CPA_B,P5,ROW,T,EU28	5932 	7254 	6247 
NMVOC,CPA_B,P5,ROW,THS_T,EU28	5.932 	7.254 	6.247 
NMVOC,CPA_B,P5,WORLD,T,EU28	4029 	6764 	6668 
NMVOC,CPA_B,P5,WORLD,THS_T,EU28	4.029 	6.764 	6.668 
NMVOC,CPA_B,P51G,DOM,T,EU28	1670 	1485 	1948 
NMVOC,CPA_B,P51G,DOM,THS_T,EU28	1.67 	1.485 	1.948 
NMVOC,CPA_B,P51G,ROW,T,EU28	1290 	1217 	816 
NMVOC,CPA_B,P51G,ROW,THS_T,EU28	1.29 	1.217 	0.816 
NMVOC,CPA_B,P51G,WORLD,T,EU28	2959 	2702 	2764 
NMVOC,CPA_B,P51G,WORLD,THS_T,EU28	2.959 	2.702 	2.764 
NMVOC,CPA_B,P52,DOM,T,EU28	-3573 	-1975 	-1527 
NMVOC,CPA_B,P52,DOM,THS_T,EU28	-3.573 	-1.975 	-1.527 
NMVOC,CPA_B,P52,ROW,T,EU28	4643 	6037 	5431 
NMVOC,CPA_B,P52,ROW,THS_T,EU28	4.643 	6.037 	5.431 
NMVOC,CPA_B,P52,WORLD,T,EU28	1070 	4062 	3904 
NMVOC,CPA_B,P52,WORLD,THS_T,EU28	1.07 	4.062 	3.904 
NMVOC,CPA_B,P53,DOM,T,EU28	0 	0 	0 
NMVOC,CPA_B,P53,DOM,THS_T,EU28	0 	0 	0 
NMVOC,CPA_B,P53,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_B,P53,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_B,P53,WORLD,T,EU28	0 	0 	0 
NMVOC,CPA_B,P53,WORLD,THS_T,EU28	0 	0 	0 
NMVOC,CPA_B,P5M,DOM,T,EU28	-3573 	-1975 	-1527 
NMVOC,CPA_B,P5M,DOM,THS_T,EU28	-3.573 	-1.975 	-1.527 
NMVOC,CPA_B,P5M,ROW,T,EU28	4643 	6037 	5431 
NMVOC,CPA_B,P5M,ROW,THS_T,EU28	4.643 	6.037 	5.431 
NMVOC,CPA_B,P5M,WORLD,T,EU28	1070 	4062 	3904 
NMVOC,CPA_B,P5M,WORLD,THS_T,EU28	1.07 	4.062 	3.904 
NMVOC,CPA_B,P6,DOM,T,EU28	8338 	12069 	18606 
NMVOC,CPA_B,P6,DOM,THS_T,EU28	8.338 	12.069 	18.606 
NMVOC,CPA_B,P6,ROW,T,EU28	7262 	11614 	5465 
NMVOC,CPA_B,P6,ROW,THS_T,EU28	7.262 	11.614 	5.465 
NMVOC,CPA_B,P6,WORLD,T,EU28	15600 	23683 	24071 
NMVOC,CPA_B,P6,WORLD,THS_T,EU28	15.6 	23.683 	24.071 
NMVOC,CPA_B,TFU,DOM,T,EU28	13615 	18434 	28443 
NMVOC,CPA_B,TFU,DOM,THS_T,EU28	13.615 	18.434 	28.443 
NMVOC,CPA_B,TFU,ROW,T,EU28	29797 	36223 	29781 
NMVOC,CPA_B,TFU,ROW,THS_T,EU28	29.797 	36.223 	29.781 
NMVOC,CPA_B,TFU,WORLD,T,EU28	43412 	54657 	58223 
NMVOC,CPA_B,TFU,WORLD,THS_T,EU28	43.412 	54.657 	58.223 
NMVOC,CPA_C10-C12,P3,DOM,T,EU28	564052 	545387 	568931 
NMVOC,CPA_C10-C12,P3,DOM,THS_T,EU28	564.052 	545.387 	568.931 
NMVOC,CPA_C10-C12,P3,ROW,T,EU28	88184 	125658 	114799 
NMVOC,CPA_C10-C12,P3,ROW,THS_T,EU28	88.184 	125.658 	114.799 
NMVOC,CPA_C10-C12,P3,WORLD,T,EU28	652236 	671045 	683730 
NMVOC,CPA_C10-C12,P3,WORLD,THS_T,EU28	652.236 	671.045 	683.73 
NMVOC,CPA_C10-C12,P3_S13,DOM,T,EU28	1060 	943 	753 
NMVOC,CPA_C10-C12,P3_S13,DOM,THS_T,EU28	1.06 	0.943 	0.753 
NMVOC,CPA_C10-C12,P3_S13,ROW,T,EU28	141 	178 	129 
NMVOC,CPA_C10-C12,P3_S13,ROW,THS_T,EU28	0.141 	0.178 	0.129 
NMVOC,CPA_C10-C12,P3_S13,WORLD,T,EU28	1201 	1121 	883 
NMVOC,CPA_C10-C12,P3_S13,WORLD,THS_T,EU28	1.201 	1.121 	0.883 
NMVOC,CPA_C10-C12,P3_S14,DOM,T,EU28	562929 	544365 	568114 
NMVOC,CPA_C10-C12,P3_S14,DOM,THS_T,EU28	562.929 	544.365 	568.114 
NMVOC,CPA_C10-C12,P3_S14,ROW,T,EU28	88035 	125442 	114636 
NMVOC,CPA_C10-C12,P3_S14,ROW,THS_T,EU28	88.035 	125.442 	114.636 
NMVOC,CPA_C10-C12,P3_S14,WORLD,T,EU28	650964 	669807 	682751 
NMVOC,CPA_C10-C12,P3_S14,WORLD,THS_T,EU28	650.964 	669.807 	682.751 
NMVOC,CPA_C10-C12,P3_S15,DOM,T,EU28	63 	79 	64 
NMVOC,CPA_C10-C12,P3_S15,DOM,THS_T,EU28	0.063 	0.079 	0.064 
NMVOC,CPA_C10-C12,P3_S15,ROW,T,EU28	8 	38 	33 
NMVOC,CPA_C10-C12,P3_S15,ROW,THS_T,EU28	0.008 	0.038 	0.033 
NMVOC,CPA_C10-C12,P3_S15,WORLD,T,EU28	71 	117 	97 
NMVOC,CPA_C10-C12,P3_S15,WORLD,THS_T,EU28	0.071 	0.117 	0.097 
NMVOC,CPA_C10-C12,P5,DOM,T,EU28	7142 	13532 	7766 
NMVOC,CPA_C10-C12,P5,DOM,THS_T,EU28	7.142 	13.532 	7.766 
NMVOC,CPA_C10-C12,P5,ROW,T,EU28	1142 	2881 	1511 
NMVOC,CPA_C10-C12,P5,ROW,THS_T,EU28	1.142 	2.881 	1.511 
NMVOC,CPA_C10-C12,P5,WORLD,T,EU28	8284 	16413 	9277 
NMVOC,CPA_C10-C12,P5,WORLD,THS_T,EU28	8.284 	16.413 	9.277 
NMVOC,CPA_C10-C12,P51G,DOM,T,EU28	105 	86 	90 
NMVOC,CPA_C10-C12,P51G,DOM,THS_T,EU28	0.105 	0.086 	0.09 
NMVOC,CPA_C10-C12,P51G,ROW,T,EU28	13 	43 	43 
NMVOC,CPA_C10-C12,P51G,ROW,THS_T,EU28	0.013 	0.043 	0.043 
NMVOC,CPA_C10-C12,P51G,WORLD,T,EU28	118 	129 	134 
NMVOC,CPA_C10-C12,P51G,WORLD,THS_T,EU28	0.118 	0.129 	0.134 
NMVOC,CPA_C10-C12,P52,DOM,T,EU28	7037 	13446 	7675 
NMVOC,CPA_C10-C12,P52,DOM,THS_T,EU28	7.037 	13.446 	7.675 
NMVOC,CPA_C10-C12,P52,ROW,T,EU28	1129 	2838 	1468 
NMVOC,CPA_C10-C12,P52,ROW,THS_T,EU28	1.129 	2.838 	1.468 
NMVOC,CPA_C10-C12,P52,WORLD,T,EU28	8166 	16284 	9143 
NMVOC,CPA_C10-C12,P52,WORLD,THS_T,EU28	8.166 	16.284 	9.143 
NMVOC,CPA_C10-C12,P53,DOM,T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P53,DOM,THS_T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P53,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P53,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P53,WORLD,T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P53,WORLD,THS_T,EU28	0 	0 	0 
NMVOC,CPA_C10-C12,P5M,DOM,T,EU28	7037 	13446 	7675 
NMVOC,CPA_C10-C12,P5M,DOM,THS_T,EU28	7.037 	13.446 	7.675 
NMVOC,CPA_C10-C12,P5M,ROW,T,EU28	1129 	2838 	1468 
NMVOC,CPA_C10-C12,P5M,ROW,THS_T,EU28	1.129 	2.838 	1.468 
NMVOC,CPA_C10-C12,P5M,WORLD,T,EU28	8166 	16284 	9143 
NMVOC,CPA_C10-C12,P5M,WORLD,THS_T,EU28	8.166 	16.284 	9.143 
NMVOC,CPA_C10-C12,P6,DOM,T,EU28	82360 	87944 	79304 
NMVOC,CPA_C10-C12,P6,DOM,THS_T,EU28	82.36 	87.944 	79.304 
NMVOC,CPA_C10-C12,P6,ROW,T,EU28	12344 	15777 	12035 
NMVOC,CPA_C10-C12,P6,ROW,THS_T,EU28	12.344 	15.777 	12.035 
NMVOC,CPA_C10-C12,P6,WORLD,T,EU28	94703 	103721 	91339 
NMVOC,CPA_C10-C12,P6,WORLD,THS_T,EU28	94.703 	103.721 	91.339 
NMVOC,CPA_C10-C12,TFU,DOM,T,EU28	653554 	646864 	656001 
NMVOC,CPA_C10-C12,TFU,DOM,THS_T,EU28	653.554 	646.864 	656.001 
NMVOC,CPA_C10-C12,TFU,ROW,T,EU28	101669 	144316 	128346 
NMVOC,CPA_C10-C12,TFU,ROW,THS_T,EU28	101.669 	144.316 	128.346 
NMVOC,CPA_C10-C12,TFU,WORLD,T,EU28	755224 	791180 	784346 
NMVOC,CPA_C10-C12,TFU,WORLD,THS_T,EU28	755.224 	791.18 	784.346 
NMVOC,CPA_C13-C15,P3,DOM,T,EU28	50957 	52917 	58874 
NMVOC,CPA_C13-C15,P3,DOM,THS_T,EU28	50.957 	52.917 	58.874 
NMVOC,CPA_C13-C15,P3,ROW,T,EU28	64286 	81129 	82747 
NMVOC,CPA_C13-C15,P3,ROW,THS_T,EU28	64.286 	81.129 	82.747 
NMVOC,CPA_C13-C15,P3,WORLD,T,EU28	115243 	134046 	141622 
NMVOC,CPA_C13-C15,P3,WORLD,THS_T,EU28	115.243 	134.046 	141.622 
NMVOC,CPA_C13-C15,P3_S13,DOM,T,EU28	47 	84 	49 
NMVOC,CPA_C13-C15,P3_S13,DOM,THS_T,EU28	0.047 	0.084 	0.049 
NMVOC,CPA_C13-C15,P3_S13,ROW,T,EU28	32 	62 	60 
NMVOC,CPA_C13-C15,P3_S13,ROW,THS_T,EU28	0.032 	0.062 	0.06 
NMVOC,CPA_C13-C15,P3_S13,WORLD,T,EU28	79 	146 	109 
NMVOC,CPA_C13-C15,P3_S13,WORLD,THS_T,EU28	0.079 	0.146 	0.109 
NMVOC,CPA_C13-C15,P3_S14,DOM,T,EU28	50909 	52832 	58824 
NMVOC,CPA_C13-C15,P3_S14,DOM,THS_T,EU28	50.909 	52.832 	58.824 
NMVOC,CPA_C13-C15,P3_S14,ROW,T,EU28	64254 	81066 	82685 
NMVOC,CPA_C13-C15,P3_S14,ROW,THS_T,EU28	64.254 	81.066 	82.685 
NMVOC,CPA_C13-C15,P3_S14,WORLD,T,EU28	115163 	133897 	141509 
NMVOC,CPA_C13-C15,P3_S14,WORLD,THS_T,EU28	115.163 	133.897 	141.509 
NMVOC,CPA_C13-C15,P3_S15,DOM,T,EU28	1 	2 	2 
NMVOC,CPA_C13-C15,P3_S15,DOM,THS_T,EU28	0.001 	0.002 	0.002 
NMVOC,CPA_C13-C15,P3_S15,ROW,T,EU28	0 	2 	2 
NMVOC,CPA_C13-C15,P3_S15,ROW,THS_T,EU28	0 	0.002 	0.002 
NMVOC,CPA_C13-C15,P3_S15,WORLD,T,EU28	1 	3 	4 
NMVOC,CPA_C13-C15,P3_S15,WORLD,THS_T,EU28	0.001 	0.003 	0.004 
NMVOC,CPA_C13-C15,P5,DOM,T,EU28	747 	292 	-1075 
NMVOC,CPA_C13-C15,P5,DOM,THS_T,EU28	0.747 	0.292 	-1.075 
NMVOC,CPA_C13-C15,P5,ROW,T,EU28	2770 	3995 	1997 
NMVOC,CPA_C13-C15,P5,ROW,THS_T,EU28	2.77 	3.995 	1.997 
NMVOC,CPA_C13-C15,P5,WORLD,T,EU28	3517 	4287 	922 
NMVOC,CPA_C13-C15,P5,WORLD,THS_T,EU28	3.517 	4.287 	0.922 
NMVOC,CPA_C13-C15,P51G,DOM,T,EU28	638 	683 	840 
NMVOC,CPA_C13-C15,P51G,DOM,THS_T,EU28	0.638 	0.683 	0.84 
NMVOC,CPA_C13-C15,P51G,ROW,T,EU28	395 	568 	468 
NMVOC,CPA_C13-C15,P51G,ROW,THS_T,EU28	0.395 	0.568 	0.468 
NMVOC,CPA_C13-C15,P51G,WORLD,T,EU28	1033 	1251 	1308 
NMVOC,CPA_C13-C15,P51G,WORLD,THS_T,EU28	1.033 	1.251 	1.308 
NMVOC,CPA_C13-C15,P52,DOM,T,EU28	109 	-392 	-1915 
NMVOC,CPA_C13-C15,P52,DOM,THS_T,EU28	0.109 	-0.392 	-1.915 
NMVOC,CPA_C13-C15,P52,ROW,T,EU28	2376 	3426 	1528 
NMVOC,CPA_C13-C15,P52,ROW,THS_T,EU28	2.376 	3.426 	1.528 
NMVOC,CPA_C13-C15,P52,WORLD,T,EU28	2484 	3034 	-387 
NMVOC,CPA_C13-C15,P52,WORLD,THS_T,EU28	2.484 	3.034 	-0.387 
NMVOC,CPA_C13-C15,P53,DOM,T,EU28	0 	1 	0 
NMVOC,CPA_C13-C15,P53,DOM,THS_T,EU28	0 	0.001 	0 
NMVOC,CPA_C13-C15,P53,ROW,T,EU28	0 	1 	1 
NMVOC,CPA_C13-C15,P53,ROW,THS_T,EU28	0 	0.001 	0.001 
NMVOC,CPA_C13-C15,P53,WORLD,T,EU28	0 	1 	1 
NMVOC,CPA_C13-C15,P53,WORLD,THS_T,EU28	0 	0.001 	0.001 
NMVOC,CPA_C13-C15,P5M,DOM,T,EU28	109 	-391 	-1915 
NMVOC,CPA_C13-C15,P5M,DOM,THS_T,EU28	0.109 	-0.391 	-1.915 
NMVOC,CPA_C13-C15,P5M,ROW,T,EU28	2376 	3427 	1529 
NMVOC,CPA_C13-C15,P5M,ROW,THS_T,EU28	2.376 	3.427 	1.529 
NMVOC,CPA_C13-C15,P5M,WORLD,T,EU28	2484 	3036 	-386 
NMVOC,CPA_C13-C15,P5M,WORLD,THS_T,EU28	2.484 	3.036 	-0.386 
NMVOC,CPA_C13-C15,P6,DOM,T,EU28	24880 	24660 	24325 
NMVOC,CPA_C13-C15,P6,DOM,THS_T,EU28	24.88 	24.66 	24.325 
NMVOC,CPA_C13-C15,P6,ROW,T,EU28	10733 	12375 	10534 
NMVOC,CPA_C13-C15,P6,ROW,THS_T,EU28	10.733 	12.375 	10.534 
NMVOC,CPA_C13-C15,P6,WORLD,T,EU28	35612 	37035 	34859 
NMVOC,CPA_C13-C15,P6,WORLD,THS_T,EU28	35.612 	37.035 	34.859 
NMVOC,CPA_C13-C15,TFU,DOM,T,EU28	76583 	77869 	82125 
NMVOC,CPA_C13-C15,TFU,DOM,THS_T,EU28	76.583 	77.869 	82.125 
NMVOC,CPA_C13-C15,TFU,ROW,T,EU28	77790 	97499 	95278 
NMVOC,CPA_C13-C15,TFU,ROW,THS_T,EU28	77.79 	97.499 	95.278 
NMVOC,CPA_C13-C15,TFU,WORLD,T,EU28	154373 	175368 	177402 
NMVOC,CPA_C13-C15,TFU,WORLD,THS_T,EU28	154.373 	175.368 	177.402 
NMVOC,CPA_C16,P3,DOM,T,EU28	9960 	9412 	11727 
NMVOC,CPA_C16,P3,DOM,THS_T,EU28	9.96 	9.412 	11.727 
NMVOC,CPA_C16,P3,ROW,T,EU28	1209 	1728 	1924 
NMVOC,CPA_C16,P3,ROW,THS_T,EU28	1.209 	1.728 	1.924 
NMVOC,CPA_C16,P3,WORLD,T,EU28	11169 	11140 	13651 
NMVOC,CPA_C16,P3,WORLD,THS_T,EU28	11.169 	11.14 	13.651 
NMVOC,CPA_C16,P3_S13,DOM,T,EU28	0 	0 	0 
NMVOC,CPA_C16,P3_S13,DOM,THS_T,EU28	0 	0 	0 
NMVOC,CPA_C16,P3_S13,ROW,T,EU28	0 	0 	0 
NMVOC,CPA_C16,P3_S13,ROW,THS_T,EU28	0 	0 	0 
NMVOC,CPA_C16,P3_S13,WORLD,T,EU28	1 	0 	0 
