airpol,cpa08,induse,origin,unit,geo\time	2012 	2011 	2010 
CH4,CPA_C13-C15,P3,WORLD,T,EU28	230772 	261219 	252871 
CH4,CPA_C13-C15,P3,WORLD,THS_T,EU28	230.772 	261.219 	252.871 
CH4,CPA_C13-C15,P3_S13,DOM,T,EU28	75 	128 	70 
CH4,CPA_C13-C15,P3_S13,DOM,THS_T,EU28	0.075 	0.128 	0.07 
CH4,CPA_C13-C15,P3_S13,ROW,T,EU28	83 	156 	125 
CH4,CPA_C13-C15,P3_S13,ROW,THS_T,EU28	0.083 	0.156 	0.125 
CH4,CPA_C13-C15,P3_S13,WORLD,T,EU28	159 	284 	195 
CH4,CPA_C13-C15,P3_S13,WORLD,THS_T,EU28	0.159 	0.284 	0.195 
CH4,CPA_C13-C15,P3_S14,DOM,T,EU28	80997 	80667 	84637 
CH4,CPA_C13-C15,P3_S14,DOM,THS_T,EU28	80.997 	80.667 	84.637 
CH4,CPA_C13-C15,P3_S14,ROW,T,EU28	149614 	180261 	168032 
CH4,CPA_C13-C15,P3_S14,ROW,THS_T,EU28	149.614 	180.261 	168.032 
CH4,CPA_C13-C15,P3_S14,WORLD,T,EU28	230610 	260928 	252670 
CH4,CPA_C13-C15,P3_S14,WORLD,THS_T,EU28	230.61 	260.928 	252.67 
CH4,CPA_C13-C15,P3_S15,DOM,T,EU28	1 	3 	2 
CH4,CPA_C13-C15,P3_S15,DOM,THS_T,EU28	0.001 	0.003 	0.002 
CH4,CPA_C13-C15,P3_S15,ROW,T,EU28	1 	4 	4 
CH4,CPA_C13-C15,P3_S15,ROW,THS_T,EU28	0.001 	0.004 	0.004 
CH4,CPA_C13-C15,P3_S15,WORLD,T,EU28	2 	6 	6 
CH4,CPA_C13-C15,P3_S15,WORLD,THS_T,EU28	0.002 	0.006 	0.006 
CH4,CPA_C13-C15,P5,DOM,T,EU28	1188 	445 	-1546 
CH4,CPA_C13-C15,P5,DOM,THS_T,EU28	1.188 	0.445 	-1.546 
CH4,CPA_C13-C15,P5,ROW,T,EU28	5855 	7908 	3192 
CH4,CPA_C13-C15,P5,ROW,THS_T,EU28	5.855 	7.908 	3.192 
CH4,CPA_C13-C15,P5,WORLD,T,EU28	7043 	8354 	1646 
CH4,CPA_C13-C15,P5,WORLD,THS_T,EU28	7.043 	8.354 	1.646 
CH4,CPA_C13-C15,P51G,DOM,T,EU28	1015 	1043 	1209 
CH4,CPA_C13-C15,P51G,DOM,THS_T,EU28	1.015 	1.043 	1.209 
CH4,CPA_C13-C15,P51G,ROW,T,EU28	1053 	1395 	1126 
CH4,CPA_C13-C15,P51G,ROW,THS_T,EU28	1.053 	1.395 	1.126 
CH4,CPA_C13-C15,P51G,WORLD,T,EU28	2068 	2438 	2335 
CH4,CPA_C13-C15,P51G,WORLD,THS_T,EU28	2.068 	2.438 	2.335 
CH4,CPA_C13-C15,P52,DOM,T,EU28	173 	-598 	-2756 
CH4,CPA_C13-C15,P52,DOM,THS_T,EU28	0.173 	-0.598 	-2.756 
CH4,CPA_C13-C15,P52,ROW,T,EU28	4802 	6511 	2064 
CH4,CPA_C13-C15,P52,ROW,THS_T,EU28	4.802 	6.511 	2.064 
CH4,CPA_C13-C15,P52,WORLD,T,EU28	4975 	5913 	-691 
CH4,CPA_C13-C15,P52,WORLD,THS_T,EU28	4.975 	5.913 	-0.691 
CH4,CPA_C13-C15,P53,DOM,T,EU28	0 	1 	1 
CH4,CPA_C13-C15,P53,DOM,THS_T,EU28	0 	0.001 	0.001 
CH4,CPA_C13-C15,P53,ROW,T,EU28	0 	2 	2 
CH4,CPA_C13-C15,P53,ROW,THS_T,EU28	0 	0.002 	0.002 
CH4,CPA_C13-C15,P53,WORLD,T,EU28	0 	3 	2 
CH4,CPA_C13-C15,P53,WORLD,THS_T,EU28	0 	0.003 	0.002 
CH4,CPA_C13-C15,P5M,DOM,T,EU28	173 	-598 	-2755 
CH4,CPA_C13-C15,P5M,DOM,THS_T,EU28	0.173 	-0.598 	-2.755 
CH4,CPA_C13-C15,P5M,ROW,T,EU28	4802 	6513 	2066 
CH4,CPA_C13-C15,P5M,ROW,THS_T,EU28	4.802 	6.513 	2.066 
CH4,CPA_C13-C15,P5M,WORLD,T,EU28	4975 	5915 	-689 
CH4,CPA_C13-C15,P5M,WORLD,THS_T,EU28	4.975 	5.915 	-0.689 
CH4,CPA_C13-C15,P6,DOM,T,EU28	39584 	37653 	35000 
CH4,CPA_C13-C15,P6,DOM,THS_T,EU28	39.584 	37.653 	35 
CH4,CPA_C13-C15,P6,ROW,T,EU28	31729 	34519 	27243 
CH4,CPA_C13-C15,P6,ROW,THS_T,EU28	31.729 	34.519 	27.243 
CH4,CPA_C13-C15,P6,WORLD,T,EU28	71313 	72172 	62242 
CH4,CPA_C13-C15,P6,WORLD,THS_T,EU28	71.313 	72.172 	62.242 
CH4,CPA_C13-C15,TFU,DOM,T,EU28	121845 	118896 	118163 
CH4,CPA_C13-C15,TFU,DOM,THS_T,EU28	121.845 	118.896 	118.163 
CH4,CPA_C13-C15,TFU,ROW,T,EU28	187282 	222848 	198596 
CH4,CPA_C13-C15,TFU,ROW,THS_T,EU28	187.282 	222.848 	198.596 
CH4,CPA_C13-C15,TFU,WORLD,T,EU28	309127 	341744 	316759 
CH4,CPA_C13-C15,TFU,WORLD,THS_T,EU28	309.127 	341.744 	316.759 
CH4,CPA_C16,P3,DOM,T,EU28	8705 	8126 	10288 
CH4,CPA_C16,P3,DOM,THS_T,EU28	8.705 	8.126 	10.288 
CH4,CPA_C16,P3,ROW,T,EU28	3259 	3845 	4617 
CH4,CPA_C16,P3,ROW,THS_T,EU28	3.259 	3.845 	4.617 
CH4,CPA_C16,P3,WORLD,T,EU28	11963 	11970 	14905 
CH4,CPA_C16,P3,WORLD,THS_T,EU28	11.963 	11.97 	14.905 
CH4,CPA_C16,P3_S13,DOM,T,EU28	0 	0 	0 
CH4,CPA_C16,P3_S13,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C16,P3_S13,ROW,T,EU28	0 	0 	0 
CH4,CPA_C16,P3_S13,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C16,P3_S13,WORLD,T,EU28	1 	0 	0 
CH4,CPA_C16,P3_S13,WORLD,THS_T,EU28	0.001 	0 	0 
CH4,CPA_C16,P3_S14,DOM,T,EU28	8688 	8110 	10273 
CH4,CPA_C16,P3_S14,DOM,THS_T,EU28	8.688 	8.11 	10.273 
CH4,CPA_C16,P3_S14,ROW,T,EU28	3253 	3839 	4611 
CH4,CPA_C16,P3_S14,ROW,THS_T,EU28	3.253 	3.839 	4.611 
CH4,CPA_C16,P3_S14,WORLD,T,EU28	11941 	11949 	14884 
CH4,CPA_C16,P3_S14,WORLD,THS_T,EU28	11.941 	11.949 	14.884 
CH4,CPA_C16,P3_S15,DOM,T,EU28	16 	15 	15 
CH4,CPA_C16,P3_S15,DOM,THS_T,EU28	0.016 	0.015 	0.015 
CH4,CPA_C16,P3_S15,ROW,T,EU28	5 	5 	5 
CH4,CPA_C16,P3_S15,ROW,THS_T,EU28	0.005 	0.005 	0.005 
CH4,CPA_C16,P3_S15,WORLD,T,EU28	21 	21 	21 
CH4,CPA_C16,P3_S15,WORLD,THS_T,EU28	0.021 	0.021 	0.021 
CH4,CPA_C16,P5,DOM,T,EU28	6607 	6895 	6774 
CH4,CPA_C16,P5,DOM,THS_T,EU28	6.607 	6.895 	6.774 
CH4,CPA_C16,P5,ROW,T,EU28	2179 	2696 	2549 
CH4,CPA_C16,P5,ROW,THS_T,EU28	2.179 	2.696 	2.549 
CH4,CPA_C16,P5,WORLD,T,EU28	8785 	9591 	9323 
CH4,CPA_C16,P5,WORLD,THS_T,EU28	8.785 	9.591 	9.323 
CH4,CPA_C16,P51G,DOM,T,EU28	8156 	7924 	7649 
CH4,CPA_C16,P51G,DOM,THS_T,EU28	8.156 	7.924 	7.649 
CH4,CPA_C16,P51G,ROW,T,EU28	2643 	3106 	2992 
CH4,CPA_C16,P51G,ROW,THS_T,EU28	2.643 	3.106 	2.992 
CH4,CPA_C16,P51G,WORLD,T,EU28	10800 	11031 	10641 
CH4,CPA_C16,P51G,WORLD,THS_T,EU28	10.8 	11.031 	10.641 
CH4,CPA_C16,P52,DOM,T,EU28	-1549 	-1029 	-875 
CH4,CPA_C16,P52,DOM,THS_T,EU28	-1.549 	-1.029 	-0.875 
CH4,CPA_C16,P52,ROW,T,EU28	-465 	-410 	-443 
CH4,CPA_C16,P52,ROW,THS_T,EU28	-0.465 	-0.41 	-0.443 
CH4,CPA_C16,P52,WORLD,T,EU28	-2014 	-1439 	-1318 
CH4,CPA_C16,P52,WORLD,THS_T,EU28	-2.014 	-1.439 	-1.318 
CH4,CPA_C16,P53,DOM,T,EU28	0 	0 	0 
CH4,CPA_C16,P53,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C16,P53,ROW,T,EU28	0 	0 	0 
CH4,CPA_C16,P53,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C16,P53,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C16,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C16,P5M,DOM,T,EU28	-1549 	-1029 	-875 
CH4,CPA_C16,P5M,DOM,THS_T,EU28	-1.549 	-1.029 	-0.875 
CH4,CPA_C16,P5M,ROW,T,EU28	-465 	-410 	-443 
CH4,CPA_C16,P5M,ROW,THS_T,EU28	-0.465 	-0.41 	-0.443 
CH4,CPA_C16,P5M,WORLD,T,EU28	-2014 	-1439 	-1318 
CH4,CPA_C16,P5M,WORLD,THS_T,EU28	-2.014 	-1.439 	-1.318 
CH4,CPA_C16,P6,DOM,T,EU28	13230 	12221 	14707 
CH4,CPA_C16,P6,DOM,THS_T,EU28	13.23 	12.221 	14.707 
CH4,CPA_C16,P6,ROW,T,EU28	4391 	4672 	5533 
CH4,CPA_C16,P6,ROW,THS_T,EU28	4.391 	4.672 	5.533 
CH4,CPA_C16,P6,WORLD,T,EU28	17621 	16893 	20240 
CH4,CPA_C16,P6,WORLD,THS_T,EU28	17.621 	16.893 	20.24 
CH4,CPA_C16,TFU,DOM,T,EU28	28542 	27242 	31770 
CH4,CPA_C16,TFU,DOM,THS_T,EU28	28.542 	27.242 	31.77 
CH4,CPA_C16,TFU,ROW,T,EU28	9828 	11212 	12699 
CH4,CPA_C16,TFU,ROW,THS_T,EU28	9.828 	11.212 	12.699 
CH4,CPA_C16,TFU,WORLD,T,EU28	38370 	38454 	44469 
CH4,CPA_C16,TFU,WORLD,THS_T,EU28	38.37 	38.454 	44.469 
CH4,CPA_C17,P3,DOM,T,EU28	39462 	36104 	35429 
CH4,CPA_C17,P3,DOM,THS_T,EU28	39.462 	36.104 	35.429 
CH4,CPA_C17,P3,ROW,T,EU28	11638 	14804 	13496 
CH4,CPA_C17,P3,ROW,THS_T,EU28	11.638 	14.804 	13.496 
CH4,CPA_C17,P3,WORLD,T,EU28	51099 	50908 	48925 
CH4,CPA_C17,P3,WORLD,THS_T,EU28	51.099 	50.908 	48.925 
CH4,CPA_C17,P3_S13,DOM,T,EU28	171 	310 	312 
CH4,CPA_C17,P3_S13,DOM,THS_T,EU28	0.171 	0.31 	0.312 
CH4,CPA_C17,P3_S13,ROW,T,EU28	48 	118 	124 
CH4,CPA_C17,P3_S13,ROW,THS_T,EU28	0.048 	0.118 	0.124 
CH4,CPA_C17,P3_S13,WORLD,T,EU28	219 	427 	436 
CH4,CPA_C17,P3_S13,WORLD,THS_T,EU28	0.219 	0.427 	0.436 
CH4,CPA_C17,P3_S14,DOM,T,EU28	39291 	35794 	35116 
CH4,CPA_C17,P3_S14,DOM,THS_T,EU28	39.291 	35.794 	35.116 
CH4,CPA_C17,P3_S14,ROW,T,EU28	11589 	14687 	13373 
CH4,CPA_C17,P3_S14,ROW,THS_T,EU28	11.589 	14.687 	13.373 
CH4,CPA_C17,P3_S14,WORLD,T,EU28	50880 	50481 	48489 
CH4,CPA_C17,P3_S14,WORLD,THS_T,EU28	50.88 	50.481 	48.489 
CH4,CPA_C17,P3_S15,DOM,T,EU28	0 	0 	0 
CH4,CPA_C17,P3_S15,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P3_S15,ROW,T,EU28	0 	0 	0 
CH4,CPA_C17,P3_S15,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P3_S15,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C17,P3_S15,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P5,DOM,T,EU28	-2385 	-1507 	286 
CH4,CPA_C17,P5,DOM,THS_T,EU28	-2.385 	-1.507 	0.286 
CH4,CPA_C17,P5,ROW,T,EU28	-678 	-736 	17 
CH4,CPA_C17,P5,ROW,THS_T,EU28	-0.678 	-0.736 	0.017 
CH4,CPA_C17,P5,WORLD,T,EU28	-3063 	-2244 	302 
CH4,CPA_C17,P5,WORLD,THS_T,EU28	-3.063 	-2.244 	0.302 
CH4,CPA_C17,P51G,DOM,T,EU28	2 	2 	1 
CH4,CPA_C17,P51G,DOM,THS_T,EU28	0.002 	0.002 	0.001 
CH4,CPA_C17,P51G,ROW,T,EU28	1 	1 	1 
CH4,CPA_C17,P51G,ROW,THS_T,EU28	0.001 	0.001 	0.001 
CH4,CPA_C17,P51G,WORLD,T,EU28	2 	2 	2 
CH4,CPA_C17,P51G,WORLD,THS_T,EU28	0.002 	0.002 	0.002 
CH4,CPA_C17,P52,DOM,T,EU28	-2387 	-1509 	284 
CH4,CPA_C17,P52,DOM,THS_T,EU28	-2.387 	-1.509 	0.284 
CH4,CPA_C17,P52,ROW,T,EU28	-679 	-737 	16 
CH4,CPA_C17,P52,ROW,THS_T,EU28	-0.679 	-0.737 	0.016 
CH4,CPA_C17,P52,WORLD,T,EU28	-3066 	-2246 	300 
CH4,CPA_C17,P52,WORLD,THS_T,EU28	-3.066 	-2.246 	0.3 
CH4,CPA_C17,P53,DOM,T,EU28	0 	0 	0 
CH4,CPA_C17,P53,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P53,ROW,T,EU28	0 	0 	0 
CH4,CPA_C17,P53,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P53,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C17,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C17,P5M,DOM,T,EU28	-2387 	-1509 	284 
CH4,CPA_C17,P5M,DOM,THS_T,EU28	-2.387 	-1.509 	0.284 
CH4,CPA_C17,P5M,ROW,T,EU28	-679 	-737 	16 
CH4,CPA_C17,P5M,ROW,THS_T,EU28	-0.679 	-0.737 	0.016 
CH4,CPA_C17,P5M,WORLD,T,EU28	-3066 	-2246 	300 
CH4,CPA_C17,P5M,WORLD,THS_T,EU28	-3.066 	-2.246 	0.3 
CH4,CPA_C17,P6,DOM,T,EU28	49313 	44940 	42016 
CH4,CPA_C17,P6,DOM,THS_T,EU28	49.313 	44.94 	42.016 
CH4,CPA_C17,P6,ROW,T,EU28	14988 	16138 	13814 
CH4,CPA_C17,P6,ROW,THS_T,EU28	14.988 	16.138 	13.814 
CH4,CPA_C17,P6,WORLD,T,EU28	64300 	61077 	55829 
CH4,CPA_C17,P6,WORLD,THS_T,EU28	64.3 	61.077 	55.829 
CH4,CPA_C17,TFU,DOM,T,EU28	86390 	79537 	77730 
CH4,CPA_C17,TFU,DOM,THS_T,EU28	86.39 	79.537 	77.73 
CH4,CPA_C17,TFU,ROW,T,EU28	25947 	30206 	27327 
CH4,CPA_C17,TFU,ROW,THS_T,EU28	25.947 	30.206 	27.327 
CH4,CPA_C17,TFU,WORLD,T,EU28	112337 	109742 	105057 
CH4,CPA_C17,TFU,WORLD,THS_T,EU28	112.337 	109.742 	105.057 
CH4,CPA_C18,P3,DOM,T,EU28	4786 	4278 	4398 
CH4,CPA_C18,P3,DOM,THS_T,EU28	4.786 	4.278 	4.398 
CH4,CPA_C18,P3,ROW,T,EU28	2068 	2216 	2074 
CH4,CPA_C18,P3,ROW,THS_T,EU28	2.068 	2.216 	2.074 
CH4,CPA_C18,P3,WORLD,T,EU28	6854 	6494 	6472 
CH4,CPA_C18,P3,WORLD,THS_T,EU28	6.854 	6.494 	6.472 
CH4,CPA_C18,P3_S13,DOM,T,EU28	4 	3 	4 
CH4,CPA_C18,P3_S13,DOM,THS_T,EU28	0.004 	0.003 	0.004 
CH4,CPA_C18,P3_S13,ROW,T,EU28	2 	2 	2 
CH4,CPA_C18,P3_S13,ROW,THS_T,EU28	0.002 	0.002 	0.002 
CH4,CPA_C18,P3_S13,WORLD,T,EU28	5 	5 	6 
CH4,CPA_C18,P3_S13,WORLD,THS_T,EU28	0.005 	0.005 	0.006 
CH4,CPA_C18,P3_S14,DOM,T,EU28	4781 	4274 	4393 
CH4,CPA_C18,P3_S14,DOM,THS_T,EU28	4.781 	4.274 	4.393 
CH4,CPA_C18,P3_S14,ROW,T,EU28	2065 	2213 	2071 
CH4,CPA_C18,P3_S14,ROW,THS_T,EU28	2.065 	2.213 	2.071 
CH4,CPA_C18,P3_S14,WORLD,T,EU28	6846 	6487 	6464 
CH4,CPA_C18,P3_S14,WORLD,THS_T,EU28	6.846 	6.487 	6.464 
CH4,CPA_C18,P3_S15,DOM,T,EU28	2 	2 	2 
CH4,CPA_C18,P3_S15,DOM,THS_T,EU28	0.002 	0.002 	0.002 
CH4,CPA_C18,P3_S15,ROW,T,EU28	1 	1 	1 
CH4,CPA_C18,P3_S15,ROW,THS_T,EU28	0.001 	0.001 	0.001 
CH4,CPA_C18,P3_S15,WORLD,T,EU28	3 	2 	2 
CH4,CPA_C18,P3_S15,WORLD,THS_T,EU28	0.003 	0.002 	0.002 
CH4,CPA_C18,P5,DOM,T,EU28	638 	769 	1091 
CH4,CPA_C18,P5,DOM,THS_T,EU28	0.638 	0.769 	1.091 
CH4,CPA_C18,P5,ROW,T,EU28	244 	416 	539 
CH4,CPA_C18,P5,ROW,THS_T,EU28	0.244 	0.416 	0.539 
CH4,CPA_C18,P5,WORLD,T,EU28	883 	1185 	1630 
CH4,CPA_C18,P5,WORLD,THS_T,EU28	0.883 	1.185 	1.63 
CH4,CPA_C18,P51G,DOM,T,EU28	16 	14 	16 
CH4,CPA_C18,P51G,DOM,THS_T,EU28	0.016 	0.014 	0.016 
CH4,CPA_C18,P51G,ROW,T,EU28	7 	7 	8 
CH4,CPA_C18,P51G,ROW,THS_T,EU28	0.007 	0.007 	0.008 
CH4,CPA_C18,P51G,WORLD,T,EU28	23 	21 	24 
CH4,CPA_C18,P51G,WORLD,THS_T,EU28	0.023 	0.021 	0.024 
CH4,CPA_C18,P52,DOM,T,EU28	623 	755 	1075 
CH4,CPA_C18,P52,DOM,THS_T,EU28	0.623 	0.755 	1.075 
CH4,CPA_C18,P52,ROW,T,EU28	237 	409 	531 
CH4,CPA_C18,P52,ROW,THS_T,EU28	0.237 	0.409 	0.531 
CH4,CPA_C18,P52,WORLD,T,EU28	860 	1164 	1606 
CH4,CPA_C18,P52,WORLD,THS_T,EU28	0.86 	1.164 	1.606 
CH4,CPA_C18,P53,DOM,T,EU28	0 	0 	0 
CH4,CPA_C18,P53,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C18,P53,ROW,T,EU28	0 	0 	0 
CH4,CPA_C18,P53,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C18,P53,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C18,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C18,P5M,DOM,T,EU28	623 	755 	1075 
CH4,CPA_C18,P5M,DOM,THS_T,EU28	0.623 	0.755 	1.075 
CH4,CPA_C18,P5M,ROW,T,EU28	237 	409 	531 
CH4,CPA_C18,P5M,ROW,THS_T,EU28	0.237 	0.409 	0.531 
CH4,CPA_C18,P5M,WORLD,T,EU28	860 	1164 	1606 
CH4,CPA_C18,P5M,WORLD,THS_T,EU28	0.86 	1.164 	1.606 
CH4,CPA_C18,P6,DOM,T,EU28	989 	886 	803 
CH4,CPA_C18,P6,DOM,THS_T,EU28	0.989 	0.886 	0.803 
CH4,CPA_C18,P6,ROW,T,EU28	457 	470 	393 
CH4,CPA_C18,P6,ROW,THS_T,EU28	0.457 	0.47 	0.393 
CH4,CPA_C18,P6,WORLD,T,EU28	1446 	1356 	1196 
CH4,CPA_C18,P6,WORLD,THS_T,EU28	1.446 	1.356 	1.196 
CH4,CPA_C18,TFU,DOM,T,EU28	6414 	5934 	6293 
CH4,CPA_C18,TFU,DOM,THS_T,EU28	6.414 	5.934 	6.293 
CH4,CPA_C18,TFU,ROW,T,EU28	2770 	3102 	3006 
CH4,CPA_C18,TFU,ROW,THS_T,EU28	2.77 	3.102 	3.006 
CH4,CPA_C18,TFU,WORLD,T,EU28	9183 	9035 	9299 
CH4,CPA_C18,TFU,WORLD,THS_T,EU28	9.183 	9.035 	9.299 
CH4,CPA_C19,P3,DOM,T,EU28	220015 	192987 	164145 
CH4,CPA_C19,P3,DOM,THS_T,EU28	220.015 	192.987 	164.145 
CH4,CPA_C19,P3,ROW,T,EU28	838641 	777489 	667771 
CH4,CPA_C19,P3,ROW,THS_T,EU28	838.641 	777.489 	667.771 
CH4,CPA_C19,P3,WORLD,T,EU28	1058655 	970476 	831916 
CH4,CPA_C19,P3,WORLD,THS_T,EU28	1058.655 	970.476 	831.916 
CH4,CPA_C19,P3_S13,DOM,T,EU28	279 	238 	207 
CH4,CPA_C19,P3_S13,DOM,THS_T,EU28	0.279 	0.238 	0.207 
CH4,CPA_C19,P3_S13,ROW,T,EU28	925 	818 	741 
CH4,CPA_C19,P3_S13,ROW,THS_T,EU28	0.925 	0.818 	0.741 
CH4,CPA_C19,P3_S13,WORLD,T,EU28	1203 	1056 	948 
CH4,CPA_C19,P3_S13,WORLD,THS_T,EU28	1.203 	1.056 	0.948 
CH4,CPA_C19,P3_S14,DOM,T,EU28	219734 	192747 	163936 
CH4,CPA_C19,P3_S14,DOM,THS_T,EU28	219.734 	192.747 	163.936 
CH4,CPA_C19,P3_S14,ROW,T,EU28	837709 	776664 	667023 
CH4,CPA_C19,P3_S14,ROW,THS_T,EU28	837.709 	776.664 	667.023 
CH4,CPA_C19,P3_S14,WORLD,T,EU28	1057442 	969411 	830959 
CH4,CPA_C19,P3_S14,WORLD,THS_T,EU28	1057.442 	969.411 	830.959 
CH4,CPA_C19,P3_S15,DOM,T,EU28	2 	2 	2 
CH4,CPA_C19,P3_S15,DOM,THS_T,EU28	0.002 	0.002 	0.002 
CH4,CPA_C19,P3_S15,ROW,T,EU28	8 	8 	7 
CH4,CPA_C19,P3_S15,ROW,THS_T,EU28	0.008 	0.008 	0.007 
CH4,CPA_C19,P3_S15,WORLD,T,EU28	10 	10 	9 
CH4,CPA_C19,P3_S15,WORLD,THS_T,EU28	0.01 	0.01 	0.009 
CH4,CPA_C19,P5,DOM,T,EU28	12074 	24387 	9531 
CH4,CPA_C19,P5,DOM,THS_T,EU28	12.074 	24.387 	9.531 
CH4,CPA_C19,P5,ROW,T,EU28	48009 	95987 	39649 
CH4,CPA_C19,P5,ROW,THS_T,EU28	48.009 	95.987 	39.649 
CH4,CPA_C19,P5,WORLD,T,EU28	60083 	120375 	49180 
CH4,CPA_C19,P5,WORLD,THS_T,EU28	60.083 	120.375 	49.18 
CH4,CPA_C19,P51G,DOM,T,EU28	0 	0 	0 
CH4,CPA_C19,P51G,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P51G,ROW,T,EU28	0 	0 	0 
CH4,CPA_C19,P51G,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P51G,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C19,P51G,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P52,DOM,T,EU28	12074 	24387 	9531 
CH4,CPA_C19,P52,DOM,THS_T,EU28	12.074 	24.387 	9.531 
CH4,CPA_C19,P52,ROW,T,EU28	48009 	95987 	39649 
CH4,CPA_C19,P52,ROW,THS_T,EU28	48.009 	95.987 	39.649 
CH4,CPA_C19,P52,WORLD,T,EU28	60083 	120374 	49180 
CH4,CPA_C19,P52,WORLD,THS_T,EU28	60.083 	120.374 	49.18 
CH4,CPA_C19,P53,DOM,T,EU28	0 	0 	0 
CH4,CPA_C19,P53,DOM,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P53,ROW,T,EU28	0 	0 	0 
CH4,CPA_C19,P53,ROW,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P53,WORLD,T,EU28	0 	0 	0 
CH4,CPA_C19,P53,WORLD,THS_T,EU28	0 	0 	0 
CH4,CPA_C19,P5M,DOM,T,EU28	12074 	24387 	9531 
CH4,CPA_C19,P5M,DOM,THS_T,EU28	12.074 	24.387 	9.531 
CH4,CPA_C19,P5M,ROW,T,EU28	48009 	95987 	39649 
CH4,CPA_C19,P5M,ROW,THS_T,EU28	48.009 	95.987 	39.649 
CH4,CPA_C19,P5M,WORLD,T,EU28	60083 	120374 	49180 
CH4,CPA_C19,P5M,WORLD,THS_T,EU28	60.083 	120.374 	49.18 
CH4,CPA_C19,P6,DOM,T,EU28	119820 	114235 	97575 
CH4,CPA_C19,P6,DOM,THS_T,EU28	119.82 	114.235 	97.575 
CH4,CPA_C19,P6,ROW,T,EU28	439040 	414056 	353365 
CH4,CPA_C19,P6,ROW,THS_T,EU28	439.04 	414.056 	353.365 
CH4,CPA_C19,P6,WORLD,T,EU28	558860 	528291 	450940 
CH4,CPA_C19,P6,WORLD,THS_T,EU28	558.86 	528.291 	450.94 
CH4,CPA_C19,TFU,DOM,T,EU28	351909 	331609 	271251 
CH4,CPA_C19,TFU,DOM,THS_T,EU28	351.909 	331.609 	271.251 
CH4,CPA_C19,TFU,ROW,T,EU28	1325690 	1287532 	1060786 
CH4,CPA_C19,TFU,ROW,THS_T,EU28	1325.69 	1287.532 	1060.786 
CH4,CPA_C19,TFU,WORLD,T,EU28	1677598 	1619141 	1332037 
CH4,CPA_C19,TFU,WORLD,THS_T,EU28	1677.598 	1619.141 	1332.037 
CH4,CPA_C20,P3,DOM,T,EU28	56267 	51334 	55060 
CH4,CPA_C20,P3,DOM,THS_T,EU28	56.267 	51.334 	55.06 
CH4,CPA_C20,P3,ROW,T,EU28	63067 	68244 	63017 
CH4,CPA_C20,P3,ROW,THS_T,EU28	63.067 	68.244 	63.017 
CH4,CPA_C20,P3,WORLD,T,EU28	119334 	119578 	118077 
CH4,CPA_C20,P3,WORLD,THS_T,EU28	119.334 	119.578 	118.077 
CH4,CPA_C20,P3_S13,DOM,T,EU28	240 	206 	196 
CH4,CPA_C20,P3_S13,DOM,THS_T,EU28	0.24 	0.206 	0.196 
CH4,CPA_C20,P3_S13,ROW,T,EU28	241 	236 	202 
CH4,CPA_C20,P3_S13,ROW,THS_T,EU28	0.241 	0.236 	0.202 
CH4,CPA_C20,P3_S13,WORLD,T,EU28	482 	441 	398 
CH4,CPA_C20,P3_S13,WORLD,THS_T,EU28	0.482 	0.441 	0.398 
CH4,CPA_C20,P3_S14,DOM,T,EU28	56027 	51128 	54864 
CH4,CPA_C20,P3_S14,DOM,THS_T,EU28	56.027 	51.128 	54.864 
CH4,CPA_C20,P3_S14,ROW,T,EU28	62825 	68008 	62815 
CH4,CPA_C20,P3_S14,ROW,THS_T,EU28	62.825 	68.008 	62.815 
CH4,CPA_C20,P3_S14,WORLD,T,EU28	118852 	119136 	117678 
CH4,CPA_C20,P3_S14,WORLD,THS_T,EU28	118.852 	119.136 	117.678 
CH4,CPA_C20,P3_S15,DOM,T,EU28	0 	0 	0 
CH4,CPA_C20,P3_S15,DOM,THS_T,EU28	0 	0 	0 
