airpol;cpa08;t_cols;origin;unit;geo\time;2011;2010;2009;2008
NMVOC;CPA_G46;P52_P53;DOM;THS_T;EU27;2.123;1.785;0.591;2.63
NMVOC;CPA_G46;P52_P53;ROW;T;EU27;434;443;4454;4130
NMVOC;CPA_G46;P52_P53;ROW;THS_T;EU27;0.434;0.443;4.454;4.13
NMVOC;CPA_G46;P52_P53;WORLD;T;EU27;2557;2228;5045;6759
NMVOC;CPA_G46;P52_P53;WORLD;THS_T;EU27;2.557;2.228;5.045;6.759
NMVOC;CPA_G46;P53;DOM;T;EU27;267;249;110;113
NMVOC;CPA_G46;P53;DOM;THS_T;EU27;0.267;0.249;0.11;0.113
NMVOC;CPA_G46;P53;ROW;T;EU27;66;56;26;29
NMVOC;CPA_G46;P53;ROW;THS_T;EU27;0.066;0.056;0.026;0.029
NMVOC;CPA_G46;P53;WORLD;T;EU27;333;304;135;141
NMVOC;CPA_G46;P53;WORLD;THS_T;EU27;0.333;0.304;0.135;0.141
NMVOC;CPA_G46;P6;DOM;T;EU27;30661;30552;33690;33579
NMVOC;CPA_G46;P6;DOM;THS_T;EU27;30.661;30.552;33.69;33.579
NMVOC;CPA_G46;P6;ROW;T;EU27;7650;6760;7175;8189
NMVOC;CPA_G46;P6;ROW;THS_T;EU27;7.65;6.76;7.175;8.189
NMVOC;CPA_G46;P6;WORLD;T;EU27;38312;37311;40866;41767
NMVOC;CPA_G46;P6;WORLD;THS_T;EU27;38.312;37.311;40.866;41.767
NMVOC;CPA_G46;P6_S22;DOM;T;EU27;30661;30552;33690;33579
NMVOC;CPA_G46;P6_S22;DOM;THS_T;EU27;30.661;30.552;33.69;33.579
NMVOC;CPA_G46;P6_S22;ROW;T;EU27;7650;6760;7175;8189
NMVOC;CPA_G46;P6_S22;ROW;THS_T;EU27;7.65;6.76;7.175;8.189
NMVOC;CPA_G46;P6_S22;WORLD;T;EU27;38312;37311;40866;41767
NMVOC;CPA_G46;P6_S22;WORLD;THS_T;EU27;38.312;37.311;40.866;41.767
NMVOC;CPA_G47;FINUBP;DOM;T;EU27;161449;159940;162156;174954
NMVOC;CPA_G47;FINUBP;DOM;THS_T;EU27;161.449;159.94;162.156;174.954
NMVOC;CPA_G47;FINUBP;ROW;T;EU27;28235;24811;27191;32893
NMVOC;CPA_G47;FINUBP;ROW;THS_T;EU27;28.235;24.811;27.191;32.893
NMVOC;CPA_G47;FINUBP;WORLD;T;EU27;189684;184751;189347;207848
NMVOC;CPA_G47;FINUBP;WORLD;THS_T;EU27;189.684;184.751;189.347;207.848
NMVOC;CPA_G47;P3;DOM;T;EU27;144648;142322;142766;143123
NMVOC;CPA_G47;P3;DOM;THS_T;EU27;144.648;142.322;142.766;143.123
NMVOC;CPA_G47;P3;ROW;T;EU27;25294;22078;23816;26823
NMVOC;CPA_G47;P3;ROW;THS_T;EU27;25.294;22.078;23.816;26.823
NMVOC;CPA_G47;P3;WORLD;T;EU27;169943;164400;166582;169946
NMVOC;CPA_G47;P3;WORLD;THS_T;EU27;169.943;164.4;166.582;169.946
NMVOC;CPA_G47;P3_S13;DOM;T;EU27;7272;7356;6825;6616
NMVOC;CPA_G47;P3_S13;DOM;THS_T;EU27;7.272;7.356;6.825;6.616
NMVOC;CPA_G47;P3_S13;ROW;T;EU27;1272;1141;1139;1238
NMVOC;CPA_G47;P3_S13;ROW;THS_T;EU27;1.272;1.141;1.139;1.238
NMVOC;CPA_G47;P3_S13;WORLD;T;EU27;8544;8497;7964;7853
NMVOC;CPA_G47;P3_S13;WORLD;THS_T;EU27;8.544;8.497;7.964;7.853
NMVOC;CPA_G47;P3_S14;DOM;T;EU27;137367;134954;135919;136495
NMVOC;CPA_G47;P3_S14;DOM;THS_T;EU27;137.367;134.954;135.919;136.495
NMVOC;CPA_G47;P3_S14;ROW;T;EU27;24021;20935;22674;25583
NMVOC;CPA_G47;P3_S14;ROW;THS_T;EU27;24.021;20.935;22.674;25.583
NMVOC;CPA_G47;P3_S14;WORLD;T;EU27;161388;155889;158593;162078
NMVOC;CPA_G47;P3_S14;WORLD;THS_T;EU27;161.388;155.889;158.593;162.078
NMVOC;CPA_G47;P3_S15;DOM;T;EU27;9;12;22;13
NMVOC;CPA_G47;P3_S15;DOM;THS_T;EU27;0.009;0.012;0.022;0.013
NMVOC;CPA_G47;P3_S15;ROW;T;EU27;2;2;4;2
NMVOC;CPA_G47;P3_S15;ROW;THS_T;EU27;0.002;0.002;0.004;0.002
NMVOC;CPA_G47;P3_S15;WORLD;T;EU27;10;14;25;15
NMVOC;CPA_G47;P3_S15;WORLD;THS_T;EU27;0.01;0.014;0.025;0.015
NMVOC;CPA_G47;P5;DOM;T;EU27;9041;9178;9091;22878
NMVOC;CPA_G47;P5;DOM;THS_T;EU27;9.041;9.178;9.091;22.878
NMVOC;CPA_G47;P5;ROW;T;EU27;1581;1424;1657;4395
NMVOC;CPA_G47;P5;ROW;THS_T;EU27;1.581;1.424;1.657;4.395
NMVOC;CPA_G47;P5;WORLD;T;EU27;10622;10601;10747;27272
NMVOC;CPA_G47;P5;WORLD;THS_T;EU27;10.622;10.601;10.747;27.272
NMVOC;CPA_G47;P51;DOM;T;EU27;7024;8177;9037;20982
NMVOC;CPA_G47;P51;DOM;THS_T;EU27;7.024;8.177;9.037;20.982
NMVOC;CPA_G47;P51;ROW;T;EU27;1228;1269;1508;3944
NMVOC;CPA_G47;P51;ROW;THS_T;EU27;1.228;1.269;1.508;3.944
NMVOC;CPA_G47;P51;WORLD;T;EU27;8253;9446;10545;24926
NMVOC;CPA_G47;P51;WORLD;THS_T;EU27;8.253;9.446;10.545;24.926
NMVOC;CPA_G47;P52;DOM;T;EU27;967;303;-291;1552
NMVOC;CPA_G47;P52;DOM;THS_T;EU27;0.967;0.303;-0.291;1.552
NMVOC;CPA_G47;P52;ROW;T;EU27;169;47;91;386
NMVOC;CPA_G47;P52;ROW;THS_T;EU27;0.169;0.047;0.091;0.386
NMVOC;CPA_G47;P52;WORLD;T;EU27;1137;350;-200;1938
NMVOC;CPA_G47;P52;WORLD;THS_T;EU27;1.137;0.35;-0.2;1.938
NMVOC;CPA_G47;P52_P53;DOM;T;EU27;2016;1000;53;1895
NMVOC;CPA_G47;P52_P53;DOM;THS_T;EU27;2.016;1;0.053;1.895
NMVOC;CPA_G47;P52_P53;ROW;T;EU27;353;155;149;451
NMVOC;CPA_G47;P52_P53;ROW;THS_T;EU27;0.353;0.155;0.149;0.451
NMVOC;CPA_G47;P52_P53;WORLD;T;EU27;2369;1155;202;2346
NMVOC;CPA_G47;P52_P53;WORLD;THS_T;EU27;2.369;1.155;0.202;2.346
NMVOC;CPA_G47;P53;DOM;T;EU27;1049;697;344;344
NMVOC;CPA_G47;P53;DOM;THS_T;EU27;1.049;0.697;0.344;0.344
NMVOC;CPA_G47;P53;ROW;T;EU27;183;108;57;64
NMVOC;CPA_G47;P53;ROW;THS_T;EU27;0.183;0.108;0.057;0.064
NMVOC;CPA_G47;P53;WORLD;T;EU27;1232;805;402;408
NMVOC;CPA_G47;P53;WORLD;THS_T;EU27;1.232;0.805;0.402;0.408
NMVOC;CPA_G47;P6;DOM;T;EU27;7761;8441;10299;8953
NMVOC;CPA_G47;P6;DOM;THS_T;EU27;7.761;8.441;10.299;8.953
NMVOC;CPA_G47;P6;ROW;T;EU27;1359;1309;1718;1676
NMVOC;CPA_G47;P6;ROW;THS_T;EU27;1.359;1.309;1.718;1.676
NMVOC;CPA_G47;P6;WORLD;T;EU27;9120;9750;12017;10629
NMVOC;CPA_G47;P6;WORLD;THS_T;EU27;9.12;9.75;12.017;10.629
NMVOC;CPA_G47;P6_S22;DOM;T;EU27;7761;8441;10299;8953
NMVOC;CPA_G47;P6_S22;DOM;THS_T;EU27;7.761;8.441;10.299;8.953
NMVOC;CPA_G47;P6_S22;ROW;T;EU27;1359;1309;1718;1676
NMVOC;CPA_G47;P6_S22;ROW;THS_T;EU27;1.359;1.309;1.718;1.676
NMVOC;CPA_G47;P6_S22;WORLD;T;EU27;9120;9750;12017;10629
NMVOC;CPA_G47;P6_S22;WORLD;THS_T;EU27;9.12;9.75;12.017;10.629
NMVOC;CPA_H49;FINUBP;DOM;T;EU27;110825;111799;117026;122223
NMVOC;CPA_H49;FINUBP;DOM;THS_T;EU27;110.825;111.799;117.026;122.223
NMVOC;CPA_H49;FINUBP;ROW;T;EU27;19296;18134;18115;22376
NMVOC;CPA_H49;FINUBP;ROW;THS_T;EU27;19.296;18.134;18.115;22.376
NMVOC;CPA_H49;FINUBP;WORLD;T;EU27;130121;129934;135141;144600
NMVOC;CPA_H49;FINUBP;WORLD;THS_T;EU27;130.121;129.934;135.141;144.6
NMVOC;CPA_H49;P3;DOM;T;EU27;94136;95345;104033;105118
NMVOC;CPA_H49;P3;DOM;THS_T;EU27;94.136;95.345;104.033;105.118
NMVOC;CPA_H49;P3;ROW;T;EU27;16401;14916;15530;18878
NMVOC;CPA_H49;P3;ROW;THS_T;EU27;16.401;14.916;15.53;18.878
NMVOC;CPA_H49;P3;WORLD;T;EU27;110537;110261;119563;123995
NMVOC;CPA_H49;P3;WORLD;THS_T;EU27;110.537;110.261;119.563;123.995
NMVOC;CPA_H49;P3_S13;DOM;T;EU27;7699;9055;8815;8333
NMVOC;CPA_H49;P3_S13;DOM;THS_T;EU27;7.699;9.055;8.815;8.333
NMVOC;CPA_H49;P3_S13;ROW;T;EU27;1265;1388;1313;1521
NMVOC;CPA_H49;P3_S13;ROW;THS_T;EU27;1.265;1.388;1.313;1.521
NMVOC;CPA_H49;P3_S13;WORLD;T;EU27;8964;10443;10128;9854
NMVOC;CPA_H49;P3_S13;WORLD;THS_T;EU27;8.964;10.443;10.128;9.854
NMVOC;CPA_H49;P3_S14;DOM;T;EU27;86436;86290;95211;96784
NMVOC;CPA_H49;P3_S14;DOM;THS_T;EU27;86.436;86.29;95.211;96.784
NMVOC;CPA_H49;P3_S14;ROW;T;EU27;15136;13528;14217;17357
NMVOC;CPA_H49;P3_S14;ROW;THS_T;EU27;15.136;13.528;14.217;17.357
NMVOC;CPA_H49;P3_S14;WORLD;T;EU27;101572;99818;109428;114140
NMVOC;CPA_H49;P3_S14;WORLD;THS_T;EU27;101.572;99.818;109.428;114.14
NMVOC;CPA_H49;P3_S15;DOM;T;EU27;1;0;7;1
NMVOC;CPA_H49;P3_S15;DOM;THS_T;EU27;0.001;0;0.007;0.001
NMVOC;CPA_H49;P3_S15;ROW;T;EU27;0;0;1;0
NMVOC;CPA_H49;P3_S15;ROW;THS_T;EU27;0;0;0.001;0
NMVOC;CPA_H49;P3_S15;WORLD;T;EU27;2;0;8;1
NMVOC;CPA_H49;P3_S15;WORLD;THS_T;EU27;0.002;0;0.008;0.001
NMVOC;CPA_H49;P5;DOM;T;EU27;3751;3875;3578;5703
NMVOC;CPA_H49;P5;DOM;THS_T;EU27;3.751;3.875;3.578;5.703
NMVOC;CPA_H49;P5;ROW;T;EU27;701;598;1143;1360
NMVOC;CPA_H49;P5;ROW;THS_T;EU27;0.701;0.598;1.143;1.36
NMVOC;CPA_H49;P5;WORLD;T;EU27;4453;4473;4721;7063
NMVOC;CPA_H49;P5;WORLD;THS_T;EU27;4.453;4.473;4.721;7.063
NMVOC;CPA_H49;P51;DOM;T;EU27;3378;3619;3598;5509
NMVOC;CPA_H49;P51;DOM;THS_T;EU27;3.378;3.619;3.598;5.509
NMVOC;CPA_H49;P51;ROW;T;EU27;637;561;552;1002
NMVOC;CPA_H49;P51;ROW;THS_T;EU27;0.637;0.561;0.552;1.002
NMVOC;CPA_H49;P51;WORLD;T;EU27;4015;4180;4150;6511
NMVOC;CPA_H49;P51;WORLD;THS_T;EU27;4.015;4.18;4.15;6.511
NMVOC;CPA_H49;P52;DOM;T;EU27;281;177;-64;162
NMVOC;CPA_H49;P52;DOM;THS_T;EU27;0.281;0.177;-0.064;0.162
NMVOC;CPA_H49;P52;ROW;T;EU27;48;25;584;353
NMVOC;CPA_H49;P52;ROW;THS_T;EU27;0.048;0.025;0.584;0.353
NMVOC;CPA_H49;P52;WORLD;T;EU27;329;202;520;515
NMVOC;CPA_H49;P52;WORLD;THS_T;EU27;0.329;0.202;0.52;0.515
NMVOC;CPA_H49;P52_P53;DOM;T;EU27;373;256;-20;194
NMVOC;CPA_H49;P52_P53;DOM;THS_T;EU27;0.373;0.256;-0.02;0.194
NMVOC;CPA_H49;P52_P53;ROW;T;EU27;65;37;590;358
NMVOC;CPA_H49;P52_P53;ROW;THS_T;EU27;0.065;0.037;0.59;0.358
NMVOC;CPA_H49;P52_P53;WORLD;T;EU27;438;293;570;553
NMVOC;CPA_H49;P52_P53;WORLD;THS_T;EU27;0.438;0.293;0.57;0.553
NMVOC;CPA_H49;P53;DOM;T;EU27;92;79;44;32
NMVOC;CPA_H49;P53;DOM;THS_T;EU27;0.092;0.079;0.044;0.032
NMVOC;CPA_H49;P53;ROW;T;EU27;17;12;6;6
NMVOC;CPA_H49;P53;ROW;THS_T;EU27;0.017;0.012;0.006;0.006
NMVOC;CPA_H49;P53;WORLD;T;EU27;108;91;50;38
NMVOC;CPA_H49;P53;WORLD;THS_T;EU27;0.108;0.091;0.05;0.038
NMVOC;CPA_H49;P6;DOM;T;EU27;12937;12579;9416;11403
NMVOC;CPA_H49;P6;DOM;THS_T;EU27;12.937;12.579;9.416;11.403
NMVOC;CPA_H49;P6;ROW;T;EU27;2194;2621;1442;2139
NMVOC;CPA_H49;P6;ROW;THS_T;EU27;2.194;2.621;1.442;2.139
NMVOC;CPA_H49;P6;WORLD;T;EU27;15131;15200;10857;13541
NMVOC;CPA_H49;P6;WORLD;THS_T;EU27;15.131;15.2;10.857;13.541
NMVOC;CPA_H49;P6_S22;DOM;T;EU27;12937;12579;9416;11403
NMVOC;CPA_H49;P6_S22;DOM;THS_T;EU27;12.937;12.579;9.416;11.403
NMVOC;CPA_H49;P6_S22;ROW;T;EU27;2194;2621;1442;2139
NMVOC;CPA_H49;P6_S22;ROW;THS_T;EU27;2.194;2.621;1.442;2.139
NMVOC;CPA_H49;P6_S22;WORLD;T;EU27;15131;15200;10857;13541
NMVOC;CPA_H49;P6_S22;WORLD;THS_T;EU27;15.131;15.2;10.857;13.541
NMVOC;CPA_H50;FINUBP;DOM;T;EU27;82087;85245;111019;128562
NMVOC;CPA_H50;FINUBP;DOM;THS_T;EU27;82.087;85.245;111.019;128.562
NMVOC;CPA_H50;FINUBP;ROW;T;EU27;25824;27323;19446;23820
NMVOC;CPA_H50;FINUBP;ROW;THS_T;EU27;25.824;27.323;19.446;23.82
NMVOC;CPA_H50;FINUBP;WORLD;T;EU27;107912;112567;130466;152383
NMVOC;CPA_H50;FINUBP;WORLD;THS_T;EU27;107.912;112.567;130.466;152.383
NMVOC;CPA_H50;P3;DOM;T;EU27;25442;29359;22460;19918
NMVOC;CPA_H50;P3;DOM;THS_T;EU27;25.442;29.359;22.46;19.918
NMVOC;CPA_H50;P3;ROW;T;EU27;8494;9216;4614;5371
NMVOC;CPA_H50;P3;ROW;THS_T;EU27;8.494;9.216;4.614;5.371
NMVOC;CPA_H50;P3;WORLD;T;EU27;33935;38574;27074;25289
NMVOC;CPA_H50;P3;WORLD;THS_T;EU27;33.935;38.574;27.074;25.289
NMVOC;CPA_H50;P3_S13;DOM;T;EU27;118;137;319;191
NMVOC;CPA_H50;P3_S13;DOM;THS_T;EU27;0.118;0.137;0.319;0.191
NMVOC;CPA_H50;P3_S13;ROW;T;EU27;37;44;48;32
NMVOC;CPA_H50;P3_S13;ROW;THS_T;EU27;0.037;0.044;0.048;0.032
NMVOC;CPA_H50;P3_S13;WORLD;T;EU27;156;181;367;223
NMVOC;CPA_H50;P3_S13;WORLD;THS_T;EU27;0.156;0.181;0.367;0.223
NMVOC;CPA_H50;P3_S14;DOM;T;EU27;25323;29222;22140;19727
NMVOC;CPA_H50;P3_S14;DOM;THS_T;EU27;25.323;29.222;22.14;19.727
NMVOC;CPA_H50;P3_S14;ROW;T;EU27;8457;9172;4566;5339
NMVOC;CPA_H50;P3_S14;ROW;THS_T;EU27;8.457;9.172;4.566;5.339
NMVOC;CPA_H50;P3_S14;WORLD;T;EU27;33780;38393;26706;25066
NMVOC;CPA_H50;P3_S14;WORLD;THS_T;EU27;33.78;38.393;26.706;25.066
NMVOC;CPA_H50;P3_S15;DOM;T;EU27;0;0;0;0
NMVOC;CPA_H50;P3_S15;DOM;THS_T;EU27;0;0;0;0
NMVOC;CPA_H50;P3_S15;ROW;T;EU27;0;0;0;0
NMVOC;CPA_H50;P3_S15;ROW;THS_T;EU27;0;0;0;0
NMVOC;CPA_H50;P3_S15;WORLD;T;EU27;0;0;0;0
NMVOC;CPA_H50;P3_S15;WORLD;THS_T;EU27;0;0;0;0
NMVOC;CPA_H50;P5;DOM;T;EU27;670;1642;1608;2505
NMVOC;CPA_H50;P5;DOM;THS_T;EU27;0.67;1.642;1.608;2.505
NMVOC;CPA_H50;P5;ROW;T;EU27;151;543;-713;-1374
NMVOC;CPA_H50;P5;ROW;THS_T;EU27;0.151;0.543;-0.713;-1.374
NMVOC;CPA_H50;P5;WORLD;T;EU27;822;2185;894;1131
NMVOC;CPA_H50;P5;WORLD;THS_T;EU27;0.822;2.185;0.894;1.131
NMVOC;CPA_H50;P51;DOM;T;EU27;595;1574;1608;3180
NMVOC;CPA_H50;P51;DOM;THS_T;EU27;0.595;1.574;1.608;3.18
NMVOC;CPA_H50;P51;ROW;T;EU27;200;526;378;678
NMVOC;CPA_H50;P51;ROW;THS_T;EU27;0.2;0.526;0.378;0.678
NMVOC;CPA_H50;P51;WORLD;T;EU27;796;2100;1987;3858
NMVOC;CPA_H50;P51;WORLD;THS_T;EU27;0.796;2.1;1.987;3.858
NMVOC;CPA_H50;P52;DOM;T;EU27;69;63;-5;-680
NMVOC;CPA_H50;P52;DOM;THS_T;EU27;0.069;0.063;-0.005;-0.68
NMVOC;CPA_H50;P52;ROW;T;EU27;-50;16;-1066;-2030
NMVOC;CPA_H50;P52;ROW;THS_T;EU27;-0.05;0.016;-1.066;-2.03
NMVOC;CPA_H50;P52;WORLD;T;EU27;19;79;-1071;-2710
NMVOC;CPA_H50;P52;WORLD;THS_T;EU27;0.019;0.079;-1.071;-2.71
NMVOC;CPA_H50;P52_P53;DOM;T;EU27;75;68;-1;-675
NMVOC;CPA_H50;P52_P53;DOM;THS_T;EU27;0.075;0.068;-0.001;-0.675
NMVOC;CPA_H50;P52_P53;ROW;T;EU27;-49;17;-1092;-2052
NMVOC;CPA_H50;P52_P53;ROW;THS_T;EU27;-0.049;0.017;-1.092;-2.052
NMVOC;CPA_H50;P52_P53;WORLD;T;EU27;26;85;-1092;-2728
NMVOC;CPA_H50;P52_P53;WORLD;THS_T;EU27;0.026;0.085;-1.092;-2.728
NMVOC;CPA_H50;P53;DOM;T;EU27;6;5;4;5
NMVOC;CPA_H50;P53;DOM;THS_T;EU27;0.006;0.005;0.004;0.005
NMVOC;CPA_H50;P53;ROW;T;EU27;2;1;-26;-22
NMVOC;CPA_H50;P53;ROW;THS_T;EU27;0.002;0.001;-0.026;-0.022
NMVOC;CPA_H50;P53;WORLD;T;EU27;7;6;-21;-17
NMVOC;CPA_H50;P53;WORLD;THS_T;EU27;0.007;0.006;-0.021;-0.017
NMVOC;CPA_H50;P6;DOM;T;EU27;55976;54244;86951;106140
NMVOC;CPA_H50;P6;DOM;THS_T;EU27;55.976;54.244;86.951;106.14
NMVOC;CPA_H50;P6;ROW;T;EU27;17179;17563;15546;19824
NMVOC;CPA_H50;P6;ROW;THS_T;EU27;17.179;17.563;15.546;19.824
NMVOC;CPA_H50;P6;WORLD;T;EU27;73154;71808;102497;125963
NMVOC;CPA_H50;P6;WORLD;THS_T;EU27;73.154;71.808;102.497;125.963
NMVOC;CPA_H50;P6_S22;DOM;T;EU27;55976;54244;86951;106140
NMVOC;CPA_H50;P6_S22;DOM;THS_T;EU27;55.976;54.244;86.951;106.14
NMVOC;CPA_H50;P6_S22;ROW;T;EU27;17179;17563;15546;19824
NMVOC;CPA_H50;P6_S22;ROW;THS_T;EU27;17.179;17.563;15.546;19.824
NMVOC;CPA_H50;P6_S22;WORLD;T;EU27;73154;71808;102497;125963
NMVOC;CPA_H50;P6_S22;WORLD;THS_T;EU27;73.154;71.808;102.497;125.963
NMVOC;CPA_H51;FINUBP;DOM;T;EU27;36971;38002;36869;39937
NMVOC;CPA_H51;FINUBP;DOM;THS_T;EU27;36.971;38.002;36.869;39.937
NMVOC;CPA_H51;FINUBP;ROW;T;EU27;24069;22175;21077;25642
NMVOC;CPA_H51;FINUBP;ROW;THS_T;EU27;24.069;22.175;21.077;25.642
NMVOC;CPA_H51;FINUBP;WORLD;T;EU27;61039;60177;57946;65579
NMVOC;CPA_H51;FINUBP;WORLD;THS_T;EU27;61.039;60.177;57.946;65.579
NMVOC;CPA_H51;P3;DOM;T;EU27;21472;23377;24273;26779
NMVOC;CPA_H51;P3;DOM;THS_T;EU27;21.472;23.377;24.273;26.779
NMVOC;CPA_H51;P3;ROW;T;EU27;16383;15514;15717;18354
NMVOC;CPA_H51;P3;ROW;THS_T;EU27;16.383;15.514;15.717;18.354
NMVOC;CPA_H51;P3;WORLD;T;EU27;37854;38891;39990;45133
NMVOC;CPA_H51;P3;WORLD;THS_T;EU27;37.854;38.891;39.99;45.133
NMVOC;CPA_H51;P3_S13;DOM;T;EU27;129;156;195;230
NMVOC;CPA_H51;P3_S13;DOM;THS_T;EU27;0.129;0.156;0.195;0.23
NMVOC;CPA_H51;P3_S13;ROW;T;EU27;60;67;85;107
NMVOC;CPA_H51;P3_S13;ROW;THS_T;EU27;0.06;0.067;0.085;0.107
NMVOC;CPA_H51;P3_S13;WORLD;T;EU27;189;223;280;337
NMVOC;CPA_H51;P3_S13;WORLD;THS_T;EU27;0.189;0.223;0.28;0.337
NMVOC;CPA_H51;P3_S14;DOM;T;EU27;21343;23222;24078;26549
NMVOC;CPA_H51;P3_S14;DOM;THS_T;EU27;21.343;23.222;24.078;26.549
NMVOC;CPA_H51;P3_S14;ROW;T;EU27;16323;15447;15632;18247
NMVOC;CPA_H51;P3_S14;ROW;THS_T;EU27;16.323;15.447;15.632;18.247
NMVOC;CPA_H51;P3_S14;WORLD;T;EU27;37665;38668;39710;44796
NMVOC;CPA_H51;P3_S14;WORLD;THS_T;EU27;37.665;38.668;39.71;44.796
NMVOC;CPA_H51;P3_S15;DOM;T;EU27;0;0;0;0
NMVOC;CPA_H51;P3_S15;DOM;THS_T;EU27;0;0;0;0
NMVOC;CPA_H51;P3_S15;ROW;T;EU27;0;0;0;0
NMVOC;CPA_H51;P3_S15;ROW;THS_T;EU27;0;0;0;0
NMVOC;CPA_H51;P3_S15;WORLD;T;EU27;0;0;0;0
NMVOC;CPA_H51;P3_S15;WORLD;THS_T;EU27;0;0;0;0
NMVOC;CPA_H51;P5;DOM;T;EU27;50;88;2;15
NMVOC;CPA_H51;P5;DOM;THS_T;EU27;0.05;0.088;0.002;0.015
NMVOC;CPA_H51;P5;ROW;T;EU27;9;61;-570;569
NMVOC;CPA_H51;P5;ROW;THS_T;EU27;0.009;0.061;-0.57;0.569
NMVOC;CPA_H51;P5;WORLD;T;EU27;59;149;-568;584
NMVOC;CPA_H51;P5;WORLD;THS_T;EU27;0.059;0.149;-0.568;0.584
NMVOC;CPA_H51;P51;DOM;T;EU27;78;99;10;15
NMVOC;CPA_H51;P51;DOM;THS_T;EU27;0.078;0.099;0.01;0.015
NMVOC;CPA_H51;P51;ROW;T;EU27;39;45;8;11
NMVOC;CPA_H51;P51;ROW;THS_T;EU27;0.039;0.045;0.008;0.011
NMVOC;CPA_H51;P51;WORLD;T;EU27;117;144;18;25
NMVOC;CPA_H51;P51;WORLD;THS_T;EU27;0.117;0.144;0.018;0.025
NMVOC;CPA_H51;P52;DOM;T;EU27;-28;-11;-9;0
NMVOC;CPA_H51;P52;DOM;THS_T;EU27;-0.028;-0.011;-0.009;0
NMVOC;CPA_H51;P52;ROW;T;EU27;-30;16;-578;558
NMVOC;CPA_H51;P52;ROW;THS_T;EU27;-0.03;0.016;-0.578;0.558
NMVOC;CPA_H51;P52;WORLD;T;EU27;-59;5;-587;559
NMVOC;CPA_H51;P52;WORLD;THS_T;EU27;-0.059;0.005;-0.587;0.559
NMVOC;CPA_H51;P52_P53;DOM;T;EU27;-28;-11;-8;0
NMVOC;CPA_H51;P52_P53;DOM;THS_T;EU27;-0.028;-0.011;-0.008;0
NMVOC;CPA_H51;P52_P53;ROW;T;EU27;-30;16;-578;559
NMVOC;CPA_H51;P52_P53;ROW;THS_T;EU27;-0.03;0.016;-0.578;0.559
NMVOC;CPA_H51;P52_P53;WORLD;T;EU27;-58;5;-586;559
NMVOC;CPA_H51;P52_P53;WORLD;THS_T;EU27;-0.058;0.005;-0.586;0.559
NMVOC;CPA_H51;P53;DOM;T;EU27;1;0;0;0
NMVOC;CPA_H51;P53;DOM;THS_T;EU27;0.001;0;0;0
NMVOC;CPA_H51;P53;ROW;T;EU27;0;0;0;0
NMVOC;CPA_H51;P53;ROW;THS_T;EU27;0;0;0;0
NMVOC;CPA_H51;P53;WORLD;T;EU27;1;1;0;0
NMVOC;CPA_H51;P53;WORLD;THS_T;EU27;0.001;0.001;0;0
NMVOC;CPA_H51;P6;DOM;T;EU27;15449;14536;12594;13144
NMVOC;CPA_H51;P6;DOM;THS_T;EU27;15.449;14.536;12.594;13.144
NMVOC;CPA_H51;P6;ROW;T;EU27;7677;6601;5931;6719
NMVOC;CPA_H51;P6;ROW;THS_T;EU27;7.677;6.601;5.931;6.719
NMVOC;CPA_H51;P6;WORLD;T;EU27;23126;21137;18525;19862
NMVOC;CPA_H51;P6;WORLD;THS_T;EU27;23.126;21.137;18.525;19.862
NMVOC;CPA_H51;P6_S22;DOM;T;EU27;15449;14536;12594;13144
NMVOC;CPA_H51;P6_S22;DOM;THS_T;EU27;15.449;14.536;12.594;13.144
NMVOC;CPA_H51;P6_S22;ROW;T;EU27;7677;6601;5931;6719
NMVOC;CPA_H51;P6_S22;ROW;THS_T;EU27;7.677;6.601;5.931;6.719
NMVOC;CPA_H51;P6_S22;WORLD;T;EU27;23126;21137;18525;19862
NMVOC;CPA_H51;P6_S22;WORLD;THS_T;EU27;23.126;21.137;18.525;19.862
NMVOC;CPA_H52;FINUBP;DOM;T;EU27;22222;21161;21997;20419
NMVOC;CPA_H52;FINUBP;DOM;THS_T;EU27;22.222;21.161;21.997;20.419
NMVOC;CPA_H52;FINUBP;ROW;T;EU27;5648;5146;5505;5895
NMVOC;CPA_H52;FINUBP;ROW;THS_T;EU27;5.648;5.146;5.505;5.895
NMVOC;CPA_H52;FINUBP;WORLD;T;EU27;27870;26307;27501;26313
NMVOC;CPA_H52;FINUBP;WORLD;THS_T;EU27;27.87;26.307;27.501;26.313
NMVOC;CPA_H52;P3;DOM;T;EU27;13944;14757;14653;13803
NMVOC;CPA_H52;P3;DOM;THS_T;EU27;13.944;14.757;14.653;13.803
NMVOC;CPA_H52;P3;ROW;T;EU27;3628;3545;3490;3806
NMVOC;CPA_H52;P3;ROW;THS_T;EU27;3.628;3.545;3.49;3.806
NMVOC;CPA_H52;P3;WORLD;T;EU27;17572;18302;18143;17609
NMVOC;CPA_H52;P3;WORLD;THS_T;EU27;17.572;18.302;18.143;17.609
NMVOC;CPA_H52;P3_S13;DOM;T;EU27;6829;7363;6871;6832
NMVOC;CPA_H52;P3_S13;DOM;THS_T;EU27;6.829;7.363;6.871;6.832
NMVOC;CPA_H52;P3_S13;ROW;T;EU27;1983;1944;1864;2064
NMVOC;CPA_H52;P3_S13;ROW;THS_T;EU27;1.983;1.944;1.864;2.064
