airpol;cpa02;t_cols;origin;unit;geo\time;2007;2006;2005;2004;2003;2002;2001;2000 
NOX;CPA_I61;FINUBP;DOM;THS_T;EU27;1633.503;1597.644;1507.566;1423.628;1321.279;1201.292;1174.247;1132.582
NOX;CPA_I61;FINUBP;WORLD;T;EU27;1707189;1678872;1571483;1484657;1372347;1252537;1224045;1183878
NOX;CPA_I61;FINUBP;WORLD;THS_T;EU27;1707.189;1678.872;1571.483;1484.657;1372.347;1252.537;1224.045;1183.878
NOX;CPA_I61;P3;DOM;T;EU27;391520;413856;401774;398082;380471;328402;315369;281655
NOX;CPA_I61;P3;DOM;THS_T;EU27;391.52;413.856;401.774;398.082;380.471;328.402;315.369;281.655
NOX;CPA_I61;P3;WORLD;T;EU27;417271;436210;422086;419012;397141;346839;327880;295955
NOX;CPA_I61;P3;WORLD;THS_T;EU27;417.271;436.21;422.086;419.012;397.141;346.839;327.88;295.955
NOX;CPA_I61;P3_P5;WORLD;T;EU27;439782;459594;445834;444321;419411;375731;353299;327670
NOX;CPA_I61;P3_P5;WORLD;THS_T;EU27;439.782;459.594;445.834;444.321;419.411;375.731;353.299;327.67
NOX;CPA_I61;P3_S13;DOM;T;EU27;1920;1631;1489;1559;1458;1370;1251;1205
NOX;CPA_I61;P3_S13;DOM;THS_T;EU27;1.92;1.631;1.489;1.559;1.458;1.37;1.251;1.205
NOX;CPA_I61;P3_S13;WORLD;T;EU27;2016;1665;1518;1590;1491;1401;1277;1230
NOX;CPA_I61;P3_S13;WORLD;THS_T;EU27;2.016;1.665;1.518;1.59;1.491;1.401;1.277;1.23
NOX;CPA_I61;P3_S14;DOM;T;EU27;389599;412224;400285;396523;379012;327032;314118;280450
NOX;CPA_I61;P3_S14;DOM;THS_T;EU27;389.599;412.224;400.285;396.523;379.012;327.032;314.118;280.45
NOX;CPA_I61;P3_S14;WORLD;T;EU27;415254;434544;420568;417422;395650;345437;326602;294725
NOX;CPA_I61;P3_S14;WORLD;THS_T;EU27;415.254;434.544;420.568;417.422;395.65;345.437;326.602;294.725
NOX;CPA_I61;P3_S15;DOM;T;EU27;1;0;0;0;0;0;0;0
NOX;CPA_I61;P3_S15;DOM;THS_T;EU27;0.001;0;0;0;0;0;0;0
NOX;CPA_I61;P3_S15;WORLD;T;EU27;1;0;0;0;0;0;0;0
NOX;CPA_I61;P3_S15;WORLD;THS_T;EU27;0.001;0;0;0;0;0;0;0
NOX;CPA_I61;P5;DOM;T;EU27;21767;22485;22893;24281;21445;27865;24077;30918
NOX;CPA_I61;P5;DOM;THS_T;EU27;21.767;22.485;22.893;24.281;21.445;27.865;24.077;30.918
NOX;CPA_I61;P5;WORLD;T;EU27;22512;23384;23748;25309;22270;28893;25419;31715
NOX;CPA_I61;P5;WORLD;THS_T;EU27;22.512;23.384;23.748;25.309;22.27;28.893;25.419;31.715
NOX;CPA_I61;P51;DOM;T;EU27;21334;22223;22785;24129;21356;26932;23889;23491
NOX;CPA_I61;P51;DOM;THS_T;EU27;21.334;22.223;22.785;24.129;21.356;26.932;23.889;23.491
NOX;CPA_I61;P51;WORLD;T;EU27;22065;23114;23635;25152;22176;27932;25228;24722
NOX;CPA_I61;P51;WORLD;THS_T;EU27;22.065;23.114;23.635;25.152;22.176;27.932;25.228;24.722
NOX;CPA_I61;P52;DOM;T;EU27;129;119;-32;11;7;878;138;8225
NOX;CPA_I61;P52;DOM;THS_T;EU27;0.129;0.119;-0.032;0.011;0.007;0.878;0.138;8.225
NOX;CPA_I61;P52;WORLD;T;EU27;136;123;-30;13;10;905;140;7806
NOX;CPA_I61;P52;WORLD;THS_T;EU27;0.136;0.123;-0.03;0.013;0.01;0.905;0.14;7.806
NOX;CPA_I61;P52_P53;DOM;T;EU27;433;262;108;152;90;932;188;7427
NOX;CPA_I61;P52_P53;DOM;THS_T;EU27;0.433;0.262;0.108;0.152;0.09;0.932;0.188;7.427
NOX;CPA_I61;P52_P53;WORLD;T;EU27;447;270;113;157;94;960;191;6993
NOX;CPA_I61;P52_P53;WORLD;THS_T;EU27;0.447;0.27;0.113;0.157;0.094;0.96;0.191;6.993
NOX;CPA_I61;P53;DOM;T;EU27;304;144;140;141;83;54;50;-798
NOX;CPA_I61;P53;DOM;THS_T;EU27;0.304;0.144;0.14;0.141;0.083;0.054;0.05;-0.798
NOX;CPA_I61;P53;WORLD;T;EU27;311;147;142;144;84;55;51;-813
NOX;CPA_I61;P53;WORLD;THS_T;EU27;0.311;0.147;0.142;0.144;0.084;0.055;0.051;-0.813
NOX;CPA_I61;P6;DOM;T;EU27;1220215;1161303;1082899;1001265;919363;845026;834801;820008
NOX;CPA_I61;P6;DOM;THS_T;EU27;1220.215;1161.303;1082.899;1001.265;919.363;845.026;834.801;820.008
NOX;CPA_I61;P6;WORLD;T;EU27;1267406;1219278;1125649;1040336;952936;876806;870746;856208
NOX;CPA_I61;P6;WORLD;THS_T;EU27;1267.406;1219.278;1125.649;1040.336;952.936;876.806;870.746;856.208
NOX;CPA_I61;P6_X_P7;WORLD;T;EU27;1145857;1115212;1038419;951790;870845;791499;793223;769288
NOX;CPA_I61;P6_X_P7;WORLD;THS_T;EU27;1145.857;1115.212;1038.419;951.79;870.845;791.499;793.223;769.288
NOX;CPA_I61;P7;ROW;T;EU27;-121549;-104066;-87230;-88546;-82092;-85307;-77523;-86919
NOX;CPA_I61;P7;ROW;THS_T;EU27;-121.549;-104.066;-87.23;-88.546;-82.092;-85.307;-77.523;-86.919
NOX;CPA_I62;FINUBP;DOM;T;EU27;298551;279479;264946;238782;224006;230159;232335;244087
NOX;CPA_I62;FINUBP;DOM;THS_T;EU27;298.551;279.479;264.946;238.782;224.006;230.159;232.335;244.087
NOX;CPA_I62;FINUBP;WORLD;T;EU27;361486;337988;324786;285952;265172;272217;280887;293879
NOX;CPA_I62;FINUBP;WORLD;THS_T;EU27;361.486;337.988;324.786;285.952;265.172;272.217;280.887;293.879
NOX;CPA_I62;P3;DOM;T;EU27;208098;193179;181297;168529;155675;153808;152476;157965
NOX;CPA_I62;P3;DOM;THS_T;EU27;208.098;193.179;181.297;168.529;155.675;153.808;152.476;157.965
NOX;CPA_I62;P3;WORLD;T;EU27;254647;235925;225086;203493;185944;184152;187362;193504
NOX;CPA_I62;P3;WORLD;THS_T;EU27;254.647;235.925;225.086;203.493;185.944;184.152;187.362;193.504
NOX;CPA_I62;P3_P5;WORLD;T;EU27;254980;236124;225297;203604;186305;184320;187700;194393
NOX;CPA_I62;P3_P5;WORLD;THS_T;EU27;254.98;236.124;225.297;203.604;186.305;184.32;187.7;194.393
NOX;CPA_I62;P3_S13;DOM;T;EU27;1620;1351;1159;827;856;739;723;674
NOX;CPA_I62;P3_S13;DOM;THS_T;EU27;1.62;1.351;1.159;0.827;0.856;0.739;0.723;0.674
NOX;CPA_I62;P3_S13;WORLD;T;EU27;1770;1458;1258;883;918;792;779;726
NOX;CPA_I62;P3_S13;WORLD;THS_T;EU27;1.77;1.458;1.258;0.883;0.918;0.792;0.779;0.726
NOX;CPA_I62;P3_S14;DOM;T;EU27;206478;191829;180138;167702;154818;153068;151753;157291
NOX;CPA_I62;P3_S14;DOM;THS_T;EU27;206.478;191.829;180.138;167.702;154.818;153.068;151.753;157.291
NOX;CPA_I62;P3_S14;WORLD;T;EU27;252877;234467;223828;202610;185026;183360;186582;192778
NOX;CPA_I62;P3_S14;WORLD;THS_T;EU27;252.877;234.467;223.828;202.61;185.026;183.36;186.582;192.778
NOX;CPA_I62;P3_S15;DOM;T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I62;P3_S15;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I62;P3_S15;WORLD;T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I62;P3_S15;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I62;P5;DOM;T;EU27;298;197;201;123;315;154;292;735
NOX;CPA_I62;P5;DOM;THS_T;EU27;0.298;0.197;0.201;0.123;0.315;0.154;0.292;0.735
NOX;CPA_I62;P5;WORLD;T;EU27;333;199;211;112;360;168;338;889
NOX;CPA_I62;P5;WORLD;THS_T;EU27;0.333;0.199;0.211;0.112;0.36;0.168;0.338;0.889
NOX;CPA_I62;P51;DOM;T;EU27;380;343;346;343;328;300;282;291
NOX;CPA_I62;P51;DOM;THS_T;EU27;0.38;0.343;0.346;0.343;0.328;0.3;0.282;0.291
NOX;CPA_I62;P51;WORLD;T;EU27;440;393;403;394;376;343;327;342
NOX;CPA_I62;P51;WORLD;THS_T;EU27;0.44;0.393;0.403;0.394;0.376;0.343;0.327;0.342
NOX;CPA_I62;P52;DOM;T;EU27;-82;-147;-146;-220;-14;-147;9;440
NOX;CPA_I62;P52;DOM;THS_T;EU27;-0.082;-0.147;-0.146;-0.22;-0.014;-0.147;0.009;0.44
NOX;CPA_I62;P52;WORLD;T;EU27;-107;-194;-192;-283;-16;-176;11;542
NOX;CPA_I62;P52;WORLD;THS_T;EU27;-0.107;-0.194;-0.192;-0.283;-0.016;-0.176;0.011;0.542
NOX;CPA_I62;P52_P53;DOM;T;EU27;-82;-147;-146;-220;-14;-146;9;444
NOX;CPA_I62;P52_P53;DOM;THS_T;EU27;-0.082;-0.147;-0.146;-0.22;-0.014;-0.146;0.009;0.444
NOX;CPA_I62;P52_P53;WORLD;T;EU27;-107;-194;-192;-283;-15;-175;11;547
NOX;CPA_I62;P52_P53;WORLD;THS_T;EU27;-0.107;-0.194;-0.192;-0.283;-0.015;-0.175;0.011;0.547
NOX;CPA_I62;P53;DOM;T;EU27;0;0;0;0;0;0;0;4
NOX;CPA_I62;P53;DOM;THS_T;EU27;0;0;0;0;0;0;0;0.004
NOX;CPA_I62;P53;WORLD;T;EU27;0;0;0;0;0;0;0;4
NOX;CPA_I62;P53;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0.004
NOX;CPA_I62;P6;DOM;T;EU27;90155;86103;83448;70129;68016;76197;79567;85387
NOX;CPA_I62;P6;DOM;THS_T;EU27;90.155;86.103;83.448;70.129;68.016;76.197;79.567;85.387
NOX;CPA_I62;P6;WORLD;T;EU27;106506;101864;99489;82347;78867;87897;93187;99486
NOX;CPA_I62;P6;WORLD;THS_T;EU27;106.506;101.864;99.489;82.347;78.867;87.897;93.187;99.486
NOX;CPA_I62;P6_X_P7;WORLD;T;EU27;36744;31687;27703;21870;28246;37252;29715;33740
NOX;CPA_I62;P6_X_P7;WORLD;THS_T;EU27;36.744;31.687;27.703;21.87;28.246;37.252;29.715;33.74
NOX;CPA_I62;P7;ROW;T;EU27;-69762;-70177;-71786;-60478;-50621;-50645;-63472;-65746
NOX;CPA_I62;P7;ROW;THS_T;EU27;-69.762;-70.177;-71.786;-60.478;-50.621;-50.645;-63.472;-65.746
NOX;CPA_I63;FINUBP;DOM;T;EU27;178291;155900;159184;157636;161284;156795;161751;162810
NOX;CPA_I63;FINUBP;DOM;THS_T;EU27;178.291;155.9;159.184;157.636;161.284;156.795;161.751;162.81
NOX;CPA_I63;FINUBP;WORLD;T;EU27;200415;176187;179979;176808;180461;175643;182756;183789
NOX;CPA_I63;FINUBP;WORLD;THS_T;EU27;200.415;176.187;179.979;176.808;180.461;175.643;182.756;183.789
NOX;CPA_I63;P3;DOM;T;EU27;136385;123643;126055;124357;128046;120844;125905;126966
NOX;CPA_I63;P3;DOM;THS_T;EU27;136.385;123.643;126.055;124.357;128.046;120.844;125.905;126.966
NOX;CPA_I63;P3;WORLD;T;EU27;153144;139184;142012;138928;142911;135101;141953;142943
NOX;CPA_I63;P3;WORLD;THS_T;EU27;153.144;139.184;142.012;138.928;142.911;135.101;141.953;142.943
NOX;CPA_I63;P3_P5;WORLD;T;EU27;153725;139733;142580;139603;143313;137132;144387;143418
NOX;CPA_I63;P3_P5;WORLD;THS_T;EU27;153.725;139.733;142.58;139.603;143.313;137.132;144.387;143.418
NOX;CPA_I63;P3_S13;DOM;T;EU27;34550;30882;30842;30517;31825;29909;29701;29485
NOX;CPA_I63;P3_S13;DOM;THS_T;EU27;34.55;30.882;30.842;30.517;31.825;29.909;29.701;29.485
NOX;CPA_I63;P3_S13;WORLD;T;EU27;38226;33937;34037;33314;34849;32730;32742;32508
NOX;CPA_I63;P3_S13;WORLD;THS_T;EU27;38.226;33.937;34.037;33.314;34.849;32.73;32.742;32.508
NOX;CPA_I63;P3_S14;DOM;T;EU27;101740;92677;95128;93756;96134;90854;96122;97401
NOX;CPA_I63;P3_S14;DOM;THS_T;EU27;101.74;92.677;95.128;93.756;96.134;90.854;96.122;97.401
NOX;CPA_I63;P3_S14;WORLD;T;EU27;114812;105155;107881;105523;107966;102282;109119;110346
NOX;CPA_I63;P3_S14;WORLD;THS_T;EU27;114.812;105.155;107.881;105.523;107.966;102.282;109.119;110.346
NOX;CPA_I63;P3_S15;DOM;T;EU27;95;84;85;84;87;81;83;80
NOX;CPA_I63;P3_S15;DOM;THS_T;EU27;0.095;0.084;0.085;0.084;0.087;0.081;0.083;0.08
NOX;CPA_I63;P3_S15;WORLD;T;EU27;106;93;94;92;96;89;92;89
NOX;CPA_I63;P3_S15;WORLD;THS_T;EU27;0.106;0.093;0.094;0.092;0.096;0.089;0.092;0.089
NOX;CPA_I63;P5;DOM;T;EU27;491;464;480;580;345;1822;2165;406
NOX;CPA_I63;P5;DOM;THS_T;EU27;0.491;0.464;0.48;0.58;0.345;1.822;2.165;0.406
NOX;CPA_I63;P5;WORLD;T;EU27;581;549;568;675;401;2030;2434;475
NOX;CPA_I63;P5;WORLD;THS_T;EU27;0.581;0.549;0.568;0.675;0.401;2.03;2.434;0.475
NOX;CPA_I63;P51;DOM;T;EU27;483;366;382;470;449;434;459;456
NOX;CPA_I63;P51;DOM;THS_T;EU27;0.483;0.366;0.382;0.47;0.449;0.434;0.459;0.456
NOX;CPA_I63;P51;WORLD;T;EU27;572;439;457;554;516;499;535;531
NOX;CPA_I63;P51;WORLD;THS_T;EU27;0.572;0.439;0.457;0.554;0.516;0.499;0.535;0.531
NOX;CPA_I63;P52;DOM;T;EU27;7;98;98;111;-104;1387;1707;-51
NOX;CPA_I63;P52;DOM;THS_T;EU27;0.007;0.098;0.098;0.111;-0.104;1.387;1.707;-0.051
NOX;CPA_I63;P52;WORLD;T;EU27;9;110;110;121;-114;1531;1899;-56
NOX;CPA_I63;P52;WORLD;THS_T;EU27;0.009;0.11;0.11;0.121;-0.114;1.531;1.899;-0.056
NOX;CPA_I63;P52_P53;DOM;T;EU27;8;99;98;111;-104;1387;1707;-51
NOX;CPA_I63;P52_P53;DOM;THS_T;EU27;0.008;0.099;0.098;0.111;-0.104;1.387;1.707;-0.051
NOX;CPA_I63;P52_P53;WORLD;T;EU27;9;110;110;121;-114;1532;1899;-56
NOX;CPA_I63;P52_P53;WORLD;THS_T;EU27;0.009;0.11;0.11;0.121;-0.114;1.532;1.899;-0.056
NOX;CPA_I63;P53;DOM;T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I63;P53;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I63;P53;WORLD;T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I63;P53;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NOX;CPA_I63;P6;DOM;T;EU27;41415;31793;32650;32698;32893;34129;33680;35438
NOX;CPA_I63;P6;DOM;THS_T;EU27;41.415;31.793;32.65;32.698;32.893;34.129;33.68;35.438
NOX;CPA_I63;P6;WORLD;T;EU27;46691;36454;37400;37205;37149;38511;38370;40372
NOX;CPA_I63;P6;WORLD;THS_T;EU27;46.691;36.454;37.4;37.205;37.149;38.511;38.37;40.372
NOX;CPA_I63;P6_X_P7;WORLD;T;EU27;-10202;-16212;-11346;-8747;-5948;-6878;-11002;-8437
NOX;CPA_I63;P6_X_P7;WORLD;THS_T;EU27;-10.202;-16.212;-11.346;-8.747;-5.948;-6.878;-11.002;-8.437
NOX;CPA_I63;P7;ROW;T;EU27;-56893;-52666;-48746;-45952;-43096;-45390;-49372;-48808
NOX;CPA_I63;P7;ROW;THS_T;EU27;-56.893;-52.666;-48.746;-45.952;-43.096;-45.39;-49.372;-48.808
NOX;CPA_I64;FINUBP;DOM;T;EU27;91204;97528;101147;98846;99340;97697;100011;91846
NOX;CPA_I64;FINUBP;DOM;THS_T;EU27;91.204;97.528;101.147;98.846;99.34;97.697;100.011;91.846
NOX;CPA_I64;FINUBP;WORLD;T;EU27;106283;112396;116250;111330;112154;110342;114620;105011
NOX;CPA_I64;FINUBP;WORLD;THS_T;EU27;106.283;112.396;116.25;111.33;112.154;110.342;114.62;105.011
NOX;CPA_I64;P3;DOM;T;EU27;84967;92132;96102;94081;94312;93118;94005;86239
NOX;CPA_I64;P3;DOM;THS_T;EU27;84.967;92.132;96.102;94.081;94.312;93.118;94.005;86.239
NOX;CPA_I64;P3;WORLD;T;EU27;98979;106137;110422;105926;106440;105147;107702;98589
NOX;CPA_I64;P3;WORLD;THS_T;EU27;98.979;106.137;110.422;105.926;106.44;105.147;107.702;98.589
NOX;CPA_I64;P3_P5;WORLD;T;EU27;99297;106348;110647;106146;106642;104382;107991;98805
NOX;CPA_I64;P3_P5;WORLD;THS_T;EU27;99.297;106.348;110.647;106.146;106.642;104.382;107.991;98.805
NOX;CPA_I64;P3_S13;DOM;T;EU27;122;59;50;41;44;83;85;85
NOX;CPA_I64;P3_S13;DOM;THS_T;EU27;0.122;0.059;0.05;0.041;0.044;0.083;0.085;0.085
NOX;CPA_I64;P3_S13;WORLD;T;EU27;142;67;57;47;50;93;97;97
NOX;CPA_I64;P3_S13;WORLD;THS_T;EU27;0.142;0.067;0.057;0.047;0.05;0.093;0.097;0.097
NOX;CPA_I64;P3_S14;DOM;T;EU27;84844;92073;96052;94040;94268;93035;93919;86085
NOX;CPA_I64;P3_S14;DOM;THS_T;EU27;84.844;92.073;96.052;94.04;94.268;93.035;93.919;86.085
NOX;CPA_I64;P3_S14;WORLD;T;EU27;98836;106070;110365;105879;106390;105053;107605;98413
NOX;CPA_I64;P3_S14;WORLD;THS_T;EU27;98.836;106.07;110.365;105.879;106.39;105.053;107.605;98.413
NOX;CPA_I64;P3_S15;DOM;T;EU27;:;:;:;:;:;:;:;69
NOX;CPA_I64;P3_S15;DOM;THS_T;EU27;:;:;:;:;:;:;:;0.069
NOX;CPA_I64;P3_S15;WORLD;T;EU27;:;:;:;:;:;:;:;78
NOX;CPA_I64;P3_S15;WORLD;THS_T;EU27;:;:;:;:;:;:;:;0.078
NOX;CPA_I64;P5;DOM;T;EU27;268;181;193;194;178;-670;250;188
NOX;CPA_I64;P5;DOM;THS_T;EU27;0.268;0.181;0.193;0.194;0.178;-0.67;0.25;0.188
NOX;CPA_I64;P5;WORLD;T;EU27;319;211;225;220;203;-764;289;216
NOX;CPA_I64;P5;WORLD;THS_T;EU27;0.319;0.211;0.225;0.22;0.203;-0.764;0.289;0.216
NOX;CPA_I64;P51;DOM;T;EU27;268;265;287;288;268;283;257;176
NOX;CPA_I64;P51;DOM;THS_T;EU27;0.268;0.265;0.287;0.288;0.268;0.283;0.257;0.176
NOX;CPA_I64;P51;WORLD;T;EU27;318;309;334;327;306;323;297;203
NOX;CPA_I64;P51;WORLD;THS_T;EU27;0.318;0.309;0.334;0.327;0.306;0.323;0.297;0.203
NOX;CPA_I64;P52;DOM;T;EU27;1;-84;-94;-94;-90;-953;-7;11
NOX;CPA_I64;P52;DOM;THS_T;EU27;0.001;-0.084;-0.094;-0.094;-0.09;-0.953;-0.007;0.011
NOX;CPA_I64;P52;WORLD;T;EU27;1;-98;-109;-107;-103;-1087;-8;13
NOX;CPA_I64;P52;WORLD;THS_T;EU27;0.001;-0.098;-0.109;-0.107;-0.103;-1.087;-0.008;0.013
NOX;CPA_I64;P52_P53;DOM;T;EU27;1;-84;-94;-94;-90;-953;-7;11
NOX;CPA_I64;P52_P53;DOM;THS_T;EU27;0.001;-0.084;-0.094;-0.094;-0.09;-0.953;-0.007;0.011
NOX;CPA_I64;P52_P53;WORLD;T;EU27;1;-98;-109;-107;-103;-1087;-8;13
NOX;CPA_I64;P52_P53;WORLD;THS_T;EU27;0.001;-0.098;-0.109;-0.107;-0.103;-1.087;-0.008;0.013
NOX;CPA_I64;P6;DOM;T;EU27;5969;5215;4852;4570;4849;5249;5756;5420
NOX;CPA_I64;P6;DOM;THS_T;EU27;5.969;5.215;4.852;4.57;4.849;5.249;5.756;5.42
NOX;CPA_I64;P6;WORLD;T;EU27;6986;6048;5603;5184;5512;5960;6628;6206
NOX;CPA_I64;P6;WORLD;THS_T;EU27;6.986;6.048;5.603;5.184;5.512;5.96;6.628;6.206
NOX;CPA_I64;P6_X_P7;WORLD;T;EU27;183;-1409;-1071;-874;-743;-847;-1421;-860
NOX;CPA_I64;P6_X_P7;WORLD;THS_T;EU27;0.183;-1.409;-1.071;-0.874;-0.743;-0.847;-1.421;-0.86
NOX;CPA_I64;P7;ROW;T;EU27;-6803;-7457;-6673;-6057;-6254;-6807;-8050;-7066
NOX;CPA_I64;P7;ROW;THS_T;EU27;-6.803;-7.457;-6.673;-6.057;-6.254;-6.807;-8.05;-7.066
NOX;CPA_J65;FINUBP;DOM;T;EU27;48123;41600;38751;36716;36488;39381;46857;47450
NOX;CPA_J65;FINUBP;DOM;THS_T;EU27;48.123;41.6;38.751;36.716;36.488;39.381;46.857;47.45
NOX;CPA_J65;FINUBP;WORLD;T;EU27;59124;49237;46017;42480;42378;45779;55394;55815
NOX;CPA_J65;FINUBP;WORLD;THS_T;EU27;59.124;49.237;46.017;42.48;42.378;45.779;55.394;55.815
NOX;CPA_J65;P3;DOM;T;EU27;40858;35707;33295;31886;31889;33359;40842;41541
NOX;CPA_J65;P3;DOM;THS_T;EU27;40.858;35.707;33.295;31.886;31.889;33.359;40.842;41.541
NOX;CPA_J65;P3;WORLD;T;EU27;50076;42205;39489;36853;37011;38780;48286;48878
NOX;CPA_J65;P3;WORLD;THS_T;EU27;50.076;42.205;39.489;36.853;37.011;38.78;48.286;48.878
NOX;CPA_J65;P3_P5;WORLD;T;EU27;50144;42316;39600;36957;37105;38882;48398;48986
NOX;CPA_J65;P3_P5;WORLD;THS_T;EU27;50.144;42.316;39.6;36.957;37.105;38.882;48.398;48.986
NOX;CPA_J65;P3_S13;DOM;T;EU27;18;20;27;26;33;118;69;18
NOX;CPA_J65;P3_S13;DOM;THS_T;EU27;0.018;0.02;0.027;0.026;0.033;0.118;0.069;0.018
NOX;CPA_J65;P3_S13;WORLD;T;EU27;22;24;32;31;39;140;83;22
NOX;CPA_J65;P3_S13;WORLD;THS_T;EU27;0.022;0.024;0.032;0.031;0.039;0.14;0.083;0.022
NOX;CPA_J65;P3_S14;DOM;T;EU27;40839;35686;33268;31860;31854;33238;40770;41520
NOX;CPA_J65;P3_S14;DOM;THS_T;EU27;40.839;35.686;33.268;31.86;31.854;33.238;40.77;41.52
NOX;CPA_J65;P3_S14;WORLD;T;EU27;50053;42180;39455;36822;36969;38636;48201;48852
NOX;CPA_J65;P3_S14;WORLD;THS_T;EU27;50.053;42.18;39.455;36.822;36.969;38.636;48.201;48.852
NOX;CPA_J65;P3_S15;DOM;T;EU27;1;1;1;1;3;3;2;3
NOX;CPA_J65;P3_S15;DOM;THS_T;EU27;0.001;0.001;0.001;0.001;0.003;0.003;0.002;0.003
NOX;CPA_J65;P3_S15;WORLD;T;EU27;1;1;1;1;4;4;3;3
NOX;CPA_J65;P3_S15;WORLD;THS_T;EU27;0.001;0.001;0.001;0.001;0.004;0.004;0.003;0.003
NOX;CPA_J65;P5;DOM;T;EU27;54;91;91;88;79;85;92;89
NOX;CPA_J65;P5;DOM;THS_T;EU27;0.054;0.091;0.091;0.088;0.079;0.085;0.092;0.089
NOX;CPA_J65;P5;WORLD;T;EU27;67;112;112;104;94;102;112;108
NOX;CPA_J65;P5;WORLD;THS_T;EU27;0.067;0.112;0.112;0.104;0.094;0.102;0.112;0.108
NOX;CPA_J65;P51;DOM;T;EU27;54;56;55;52;50;55;60;59
NOX;CPA_J65;P51;DOM;THS_T;EU27;0.054;0.056;0.055;0.052;0.05;0.055;0.06;0.059
NOX;CPA_J65;P51;WORLD;T;EU27;67;70;68;63;61;66;74;73
NOX;CPA_J65;P51;WORLD;THS_T;EU27;0.067;0.07;0.068;0.063;0.061;0.066;0.074;0.073
NOX;CPA_J65;P52;DOM;T;EU27;0;35;36;36;29;30;32;30
NOX;CPA_J65;P52;DOM;THS_T;EU27;0;0.035;0.036;0.036;0.029;0.03;0.032;0.03
NOX;CPA_J65;P52;WORLD;T;EU27;0;42;43;41;33;35;38;36
NOX;CPA_J65;P52;WORLD;THS_T;EU27;0;0.042;0.043;0.041;0.033;0.035;0.038;0.036
NOX;CPA_J65;P52_P53;DOM;T;EU27;0;35;36;36;29;30;32;30
NOX;CPA_J65;P52_P53;DOM;THS_T;EU27;0;0.035;0.036;0.036;0.029;0.03;0.032;0.03
NOX;CPA_J65;P52_P53;WORLD;T;EU27;0;42;43;41;33;35;38;36
NOX;CPA_J65;P52_P53;WORLD;THS_T;EU27;0;0.042;0.043;0.041;0.033;0.035;0.038;0.036
NOX;CPA_J65;P6;DOM;T;EU27;7212;5802;5365;4742;4520;5936;5924;5821
NOX;CPA_J65;P6;DOM;THS_T;EU27;7.212;5.802;5.365;4.742;4.52;5.936;5.924;5.821
NOX;CPA_J65;P6;WORLD;T;EU27;8980;6921;6416;5522;5273;6897;6996;6829
NOX;CPA_J65;P6;WORLD;THS_T;EU27;8.98;6.921;6.416;5.522;5.273;6.897;6.996;6.829
NOX;CPA_J65;P6_X_P7;WORLD;T;EU27;3434;3215;2755;2307;1901;3509;2153;2502
NOX;CPA_J65;P6_X_P7;WORLD;THS_T;EU27;3.434;3.215;2.755;2.307;1.901;3.509;2.153;2.502
NOX;CPA_J65;P7;ROW;T;EU27;-5546;-3706;-3661;-3216;-3372;-3388;-4842;-4326
NOX;CPA_J65;P7;ROW;THS_T;EU27;-5.546;-3.706;-3.661;-3.216;-3.372;-3.388;-4.842;-4.326
NOX;CPA_J66;FINUBP;DOM;T;EU27;52683;56457;57723;55331;56305;61076;69057;65191
NOX;CPA_J66;FINUBP;DOM;THS_T;EU27;52.683;56.457;57.723;55.331;56.305;61.076;69.057;65.191
NOX;CPA_J66;FINUBP;WORLD;T;EU27;62693;66323;67641;63328;64395;69966;79787;74814
NOX;CPA_J66;FINUBP;WORLD;THS_T;EU27;62.693;66.323;67.641;63.328;64.395;69.966;79.787;74.814
NOX;CPA_J66;P3;DOM;T;EU27;49687;52401;54028;51561;52807;57239;66804;62386
NOX;CPA_J66;P3;DOM;THS_T;EU27;49.687;52.401;54.028;51.561;52.807;57.239;66.804;62.386
NOX;CPA_J66;P3;WORLD;T;EU27;59036;61475;63240;58933;60318;65468;77043;71589
NOX;CPA_J66;P3;WORLD;THS_T;EU27;59.036;61.475;63.24;58.933;60.318;65.468;77.043;71.589
NOX;CPA_J66;P3_P5;WORLD;T;EU27;59054;61578;63348;59040;59204;62889;77337;71661
NOX;CPA_J66;P3_P5;WORLD;THS_T;EU27;59.054;61.578;63.348;59.04;59.204;62.889;77.337;71.661
NOX;CPA_J66;P3_S13;DOM;T;EU27;9;8;7;8;8;7;10;9
NOX;CPA_J66;P3_S13;DOM;THS_T;EU27;0.009;0.008;0.007;0.008;0.008;0.007;0.01;0.009
NOX;CPA_J66;P3_S13;WORLD;T;EU27;11;9;9;9;10;8;12;11
NOX;CPA_J66;P3_S13;WORLD;THS_T;EU27;0.011;0.009;0.009;0.009;0.01;0.008;0.012;0.011
NOX;CPA_J66;P3_S14;DOM;T;EU27;49602;52310;53926;51466;52717;57133;66677;62258
